county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Paulding,,"State Senator, District 31",31,REP,BILL CARRUTH,2023,159,1367,496,1
Paulding,SAMMY MCCLURE MID SC,"State Senator, District 31",31,REP,BILL CARRUTH,247,15,193,39,0
Paulding,NORTHSIDE ELEM SCH,"State Senator, District 31",31,REP,BILL CARRUTH,92,5,63,24,0
Paulding,MOSES MIDDLE SCHOOL,"State Senator, District 31",31,REP,BILL CARRUTH,137,4,110,22,1
Paulding,RUSSOM ELEM SCH,"State Senator, District 31",31,REP,BILL CARRUTH,175,12,129,34,0
Paulding,MT TABOR PARK,"State Senator, District 31",31,REP,BILL CARRUTH,308,25,214,69,0
Paulding,WATSON GOVT COMPLEX,"State Senator, District 31",31,REP,BILL CARRUTH,239,38,107,94,0
Paulding,HOPE CHURCH,"State Senator, District 31",31,REP,BILL CARRUTH,242,21,160,61,0
Paulding,SARA RAGSDALE ELM SC,"State Senator, District 31",31,REP,BILL CARRUTH,211,13,135,63,0
Paulding,PAULDING CO HIGH SC,"State Senator, District 31",31,REP,BILL CARRUTH,135,12,81,42,0
Paulding,HIRAM HIGH SCHOOL,"State Senator, District 31",31,REP,BILL CARRUTH,160,11,120,29,0
Paulding,NEBO ELEMENTARY SCH,"State Senator, District 31",31,REP,BILL CARRUTH,77,3,55,19,0
Paulding,,"State Senator, District 31",31,REP,BILL HEATH (I),3133,218,2140,774,1
Paulding,SAMMY MCCLURE MID SC,"State Senator, District 31",31,REP,BILL HEATH (I),375,23,283,69,0
Paulding,NORTHSIDE ELEM SCH,"State Senator, District 31",31,REP,BILL HEATH (I),181,10,125,46,0
Paulding,MOSES MIDDLE SCHOOL,"State Senator, District 31",31,REP,BILL HEATH (I),198,10,153,35,0
Paulding,RUSSOM ELEM SCH,"State Senator, District 31",31,REP,BILL HEATH (I),323,25,247,51,0
Paulding,MT TABOR PARK,"State Senator, District 31",31,REP,BILL HEATH (I),450,20,337,93,0
Paulding,WATSON GOVT COMPLEX,"State Senator, District 31",31,REP,BILL HEATH (I),313,33,150,129,1
Paulding,HOPE CHURCH,"State Senator, District 31",31,REP,BILL HEATH (I),221,20,138,63,0
Paulding,SARA RAGSDALE ELM SC,"State Senator, District 31",31,REP,BILL HEATH (I),415,28,287,100,0
Paulding,PAULDING CO HIGH SC,"State Senator, District 31",31,REP,BILL HEATH (I),231,24,136,71,0
Paulding,HIRAM HIGH SCHOOL,"State Senator, District 31",31,REP,BILL HEATH (I),246,20,166,60,0
Paulding,NEBO ELEMENTARY SCH,"State Senator, District 31",31,REP,BILL HEATH (I),180,5,118,57,0
Paulding,,"State Representative, District 66",66,REP,"MICHAEL ""MIKE"" MILLE",90,6,65,19,0
Paulding,TAYLOR FARM PARK,"State Representative, District 66",66,REP,"MICHAEL ""MIKE"" MILLE",90,6,65,19,0
Paulding,,"State Representative, District 66",66,REP,BOB SNELLING,419,29,332,58,0
Paulding,TAYLOR FARM PARK,"State Representative, District 66",66,REP,BOB SNELLING,419,29,332,58,0
Paulding,,MAGISTRATE JUDGE,,,DAN COLLINS,2972,248,2005,717,2
Paulding,SAMMY MCCLURE MID SC,MAGISTRATE JUDGE,,,DAN COLLINS,298,24,223,51,0
Paulding,NORTHSIDE ELEM SCH,MAGISTRATE JUDGE,,,DAN COLLINS,154,12,99,43,0
Paulding,MOSES MIDDLE SCHOOL,MAGISTRATE JUDGE,,,DAN COLLINS,158,5,121,31,1
Paulding,RUSSOM ELEM SCH,MAGISTRATE JUDGE,,,DAN COLLINS,213,16,157,40,0
Paulding,MT TABOR PARK,MAGISTRATE JUDGE,,,DAN COLLINS,363,24,256,82,1
Paulding,WATSON GOVT COMPLEX,MAGISTRATE JUDGE,,,DAN COLLINS,271,38,117,116,0
Paulding,HOPE CHURCH,MAGISTRATE JUDGE,,,DAN COLLINS,225,22,137,66,0
Paulding,SARA RAGSDALE ELM SC,MAGISTRATE JUDGE,,,DAN COLLINS,310,24,220,66,0
Paulding,PAULDING CO HIGH SC,MAGISTRATE JUDGE,,,DAN COLLINS,179,19,112,48,0
Paulding,HIRAM HIGH SCHOOL,MAGISTRATE JUDGE,,,DAN COLLINS,164,12,120,32,0
Paulding,TAYLOR FARM PARK,MAGISTRATE JUDGE,,,DAN COLLINS,256,24,179,53,0
Paulding,AUSTIN MIDDLE SCHOOL,MAGISTRATE JUDGE,,,DAN COLLINS,100,17,69,14,0
Paulding,NEBO ELEMENTARY SCH,MAGISTRATE JUDGE,,,DAN COLLINS,195,6,139,50,0
Paulding,CARL SCOGGINS MID SC,MAGISTRATE JUDGE,,,DAN COLLINS,86,5,56,25,0
Paulding,,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,2980,197,2049,733,1
Paulding,SAMMY MCCLURE MID SC,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,295,13,227,55,0
Paulding,NORTHSIDE ELEM SCH,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,113,4,82,27,0
Paulding,MOSES MIDDLE SCHOOL,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,155,7,122,26,0
Paulding,RUSSOM ELEM SCH,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,260,19,198,43,0
Paulding,MT TABOR PARK,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,363,21,267,75,0
Paulding,WATSON GOVT COMPLEX,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,265,33,127,104,1
Paulding,HOPE CHURCH,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,220,19,149,52,0
Paulding,SARA RAGSDALE ELM SC,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,293,17,185,91,0
Paulding,PAULDING CO HIGH SC,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,177,17,96,64,0
Paulding,HIRAM HIGH SCHOOL,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,223,17,151,55,0
Paulding,TAYLOR FARM PARK,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,213,11,181,21,0
Paulding,AUSTIN MIDDLE SCHOOL,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,100,6,56,38,0
Paulding,NEBO ELEMENTARY SCH,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,231,9,164,58,0
Paulding,CARL SCOGGINS MID SC,MAGISTRATE JUDGE,,I,MARTIN E VALBUENA,72,4,44,24,0
