county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Mitchell,,President of the United States,,R,MITT ROMNEY,4155,178,2166,1809,2
Mitchell,Baconton,President of the United States,,R,MITT ROMNEY,319,11,194,114,0
Mitchell,Branchville,President of the United States,,R,MITT ROMNEY,322,10,201,110,1
Mitchell,Camilla North,President of the United States,,R,MITT ROMNEY,193,7,58,128,0
Mitchell,Camilla South,President of the United States,,R,MITT ROMNEY,1098,62,289,747,0
Mitchell,Cotton,President of the United States,,R,MITT ROMNEY,246,9,195,42,0
Mitchell,Hopeful,President of the United States,,R,MITT ROMNEY,187,11,128,48,0
Mitchell,Hinsonton,President of the United States,,R,MITT ROMNEY,97,0,90,7,0
Mitchell,Lester,President of the United States,,R,MITT ROMNEY,530,15,350,164,1
Mitchell,Pebble City,President of the United States,,R,MITT ROMNEY,108,6,81,21,0
Mitchell,Pelham,President of the United States,,R,MITT ROMNEY,882,44,432,406,0
Mitchell,Sale City,President of the United States,,R,MITT ROMNEY,173,3,148,22,0
Mitchell,,President of the United States,,D,BARACK OBAMA (I),4081,303,1784,1994,0
Mitchell,Baconton,President of the United States,,D,BARACK OBAMA (I),360,28,213,119,0
Mitchell,Branchville,President of the United States,,D,BARACK OBAMA (I),100,9,43,48,0
Mitchell,Camilla North,President of the United States,,D,BARACK OBAMA (I),1100,81,419,600,0
Mitchell,Camilla South,President of the United States,,D,BARACK OBAMA (I),1117,66,376,675,0
Mitchell,Cotton,President of the United States,,D,BARACK OBAMA (I),26,0,21,5,0
Mitchell,Hopeful,President of the United States,,D,BARACK OBAMA (I),52,3,29,20,0
Mitchell,Hinsonton,President of the United States,,D,BARACK OBAMA (I),9,1,4,4,0
Mitchell,Lester,President of the United States,,D,BARACK OBAMA (I),179,16,93,70,0
Mitchell,Pebble City,President of the United States,,D,BARACK OBAMA (I),19,0,14,5,0
Mitchell,Pelham,President of the United States,,D,BARACK OBAMA (I),1061,98,519,444,0
Mitchell,Sale City,President of the United States,,D,BARACK OBAMA (I),58,1,53,4,0
Mitchell,,President of the United States,,LIB,GARY JOHNSON,39,4,22,13,0
Mitchell,Baconton,President of the United States,,LIB,GARY JOHNSON,5,0,4,1,0
Mitchell,Branchville,President of the United States,,LIB,GARY JOHNSON,2,0,1,1,0
Mitchell,Camilla North,President of the United States,,LIB,GARY JOHNSON,2,1,1,0,0
Mitchell,Camilla South,President of the United States,,LIB,GARY JOHNSON,11,2,4,5,0
Mitchell,Cotton,President of the United States,,LIB,GARY JOHNSON,2,0,0,2,0
Mitchell,Hopeful,President of the United States,,LIB,GARY JOHNSON,0,0,0,0,0
Mitchell,Hinsonton,President of the United States,,LIB,GARY JOHNSON,1,0,1,0,0
Mitchell,Lester,President of the United States,,LIB,GARY JOHNSON,3,0,2,1,0
Mitchell,Pebble City,President of the United States,,LIB,GARY JOHNSON,1,0,1,0,0
Mitchell,Pelham,President of the United States,,LIB,GARY JOHNSON,12,1,8,3,0
Mitchell,Sale City,President of the United States,,LIB,GARY JOHNSON,0,0,0,0,0
Mitchell,,"Public Service Commission, District 3",3,R,CHUCK EATON (I),3599,174,1762,1661,2
Mitchell,Baconton,"Public Service Commission, District 3",3,R,CHUCK EATON (I),272,11,158,103,0
Mitchell,Branchville,"Public Service Commission, District 3",3,R,CHUCK EATON (I),277,12,169,95,1
Mitchell,Camilla North,"Public Service Commission, District 3",3,R,CHUCK EATON (I),208,8,62,138,0
Mitchell,Camilla South,"Public Service Commission, District 3",3,R,CHUCK EATON (I),996,58,249,689,0
Mitchell,Cotton,"Public Service Commission, District 3",3,R,CHUCK EATON (I),205,9,155,41,0
Mitchell,Hopeful,"Public Service Commission, District 3",3,R,CHUCK EATON (I),155,11,102,42,0
Mitchell,Hinsonton,"Public Service Commission, District 3",3,R,CHUCK EATON (I),78,0,72,6,0
Mitchell,Lester,"Public Service Commission, District 3",3,R,CHUCK EATON (I),422,13,264,144,1
Mitchell,Pebble City,"Public Service Commission, District 3",3,R,CHUCK EATON (I),91,6,67,18,0
Mitchell,Pelham,"Public Service Commission, District 3",3,R,CHUCK EATON (I),760,44,349,367,0
Mitchell,Sale City,"Public Service Commission, District 3",3,R,CHUCK EATON (I),135,2,115,18,0
Mitchell,,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,3696,287,1694,1715,0
Mitchell,Baconton,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,333,22,206,105,0
Mitchell,Branchville,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,104,7,53,44,0
Mitchell,Camilla North,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,933,78,351,504,0
Mitchell,Camilla South,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,1003,68,342,593,0
Mitchell,Cotton,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,46,0,41,5,0
Mitchell,Hopeful,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,55,3,34,18,0
Mitchell,Hinsonton,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,15,0,12,3,0
Mitchell,Lester,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,209,17,130,62,0
Mitchell,Pebble City,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,26,0,22,4,0
Mitchell,Pelham,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,906,90,443,373,0
Mitchell,Sale City,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,66,2,60,4,0
Mitchell,,"Public Service Commission, District 3",3,L,BRAD PLOEGER,130,7,83,40,0
Mitchell,Baconton,"Public Service Commission, District 3",3,L,BRAD PLOEGER,11,1,9,1,0
Mitchell,Branchville,"Public Service Commission, District 3",3,L,BRAD PLOEGER,4,1,2,1,0
Mitchell,Camilla North,"Public Service Commission, District 3",3,L,BRAD PLOEGER,10,0,7,3,0
Mitchell,Camilla South,"Public Service Commission, District 3",3,L,BRAD PLOEGER,33,1,12,20,0
Mitchell,Cotton,"Public Service Commission, District 3",3,L,BRAD PLOEGER,4,0,3,1,0
Mitchell,Hopeful,"Public Service Commission, District 3",3,L,BRAD PLOEGER,3,0,0,3,0
Mitchell,Hinsonton,"Public Service Commission, District 3",3,L,BRAD PLOEGER,7,1,6,0,0
Mitchell,Lester,"Public Service Commission, District 3",3,L,BRAD PLOEGER,14,1,10,3,0
Mitchell,Pebble City,"Public Service Commission, District 3",3,L,BRAD PLOEGER,0,0,0,0,0
Mitchell,Pelham,"Public Service Commission, District 3",3,L,BRAD PLOEGER,33,2,23,8,0
Mitchell,Sale City,"Public Service Commission, District 3",3,L,BRAD PLOEGER,11,0,11,0,0
Mitchell,,"Public Service Commission, District 5",5,R,STAN WISE (I),4407,235,2187,1983,2
Mitchell,Baconton,"Public Service Commission, District 5",5,R,STAN WISE (I),346,12,210,124,0
Mitchell,Branchville,"Public Service Commission, District 5",5,R,STAN WISE (I),306,12,189,104,1
Mitchell,Camilla North,"Public Service Commission, District 5",5,R,STAN WISE (I),366,27,123,216,0
Mitchell,Camilla South,"Public Service Commission, District 5",5,R,STAN WISE (I),1227,82,329,816,0
Mitchell,Cotton,"Public Service Commission, District 5",5,R,STAN WISE (I),227,9,177,41,0
Mitchell,Hopeful,"Public Service Commission, District 5",5,R,STAN WISE (I),159,11,106,42,0
Mitchell,Hinsonton,"Public Service Commission, District 5",5,R,STAN WISE (I),92,0,84,8,0
Mitchell,Lester,"Public Service Commission, District 5",5,R,STAN WISE (I),503,15,324,163,1
Mitchell,Pebble City,"Public Service Commission, District 5",5,R,STAN WISE (I),96,6,71,19,0
Mitchell,Pelham,"Public Service Commission, District 5",5,R,STAN WISE (I),936,58,446,432,0
Mitchell,Sale City,"Public Service Commission, District 5",5,R,STAN WISE (I),149,3,128,18,0
Mitchell,,"Public Service Commission, District 5",5,L,DAVID STAPLES,2265,152,1064,1049,0
Mitchell,Baconton,"Public Service Commission, District 5",5,L,DAVID STAPLES,199,11,120,68,0
Mitchell,Branchville,"Public Service Commission, District 5",5,L,DAVID STAPLES,58,8,23,27,0
Mitchell,Camilla North,"Public Service Commission, District 5",5,L,DAVID STAPLES,574,44,219,311,0
