county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Crisp,,President of the United States,,R,MITT ROMNEY,4182,203,1702,2275,2
Crisp,Arabi,President of the United States,,R,MITT ROMNEY,343,12,218,113,0
Crisp,Coney,President of the United States,,R,MITT ROMNEY,507,22,205,280,0
Crisp,Cordele,President of the United States,,R,MITT ROMNEY,2166,137,624,1404,1
Crisp,Jamestown,President of the United States,,R,MITT ROMNEY,702,22,388,292,0
Crisp,Listonia,President of the United States,,R,MITT ROMNEY,464,10,267,186,1
Crisp,,President of the United States,,,BARACK OBAMA (I),3167,70,1576,1518,3
Crisp,Arabi,President of the United States,,,BARACK OBAMA (I),92,4,66,22,0
Crisp,Coney,President of the United States,,,BARACK OBAMA (I),62,6,31,25,0
Crisp,Cordele,President of the United States,,,BARACK OBAMA (I),2885,53,1409,1420,3
Crisp,Jamestown,President of the United States,,,BARACK OBAMA (I),73,4,37,32,0
Crisp,Listonia,President of the United States,,,BARACK OBAMA (I),55,3,33,19,0
Crisp,,President of the United States,,LIB,GARY JOHNSON,47,1,29,17,0
Crisp,Arabi,President of the United States,,LIB,GARY JOHNSON,5,0,4,1,0
Crisp,Coney,President of the United States,,LIB,GARY JOHNSON,7,0,6,1,0
Crisp,Cordele,President of the United States,,LIB,GARY JOHNSON,30,1,14,15,0
Crisp,Jamestown,President of the United States,,LIB,GARY JOHNSON,5,0,5,0,0
Crisp,Listonia,President of the United States,,LIB,GARY JOHNSON,0,0,0,0,0
Crisp,,"Public Service Commission, District 3",3,R,CHUCK EATON (I),3486,187,1375,1922,2
Crisp,Arabi,"Public Service Commission, District 3",3,R,CHUCK EATON (I),268,12,161,95,0
Crisp,Coney,"Public Service Commission, District 3",3,R,CHUCK EATON (I),429,20,169,240,0
Crisp,Cordele,"Public Service Commission, District 3",3,R,CHUCK EATON (I),1867,125,549,1192,1
Crisp,Jamestown,"Public Service Commission, District 3",3,R,CHUCK EATON (I),563,21,299,243,0
Crisp,Listonia,"Public Service Commission, District 3",3,R,CHUCK EATON (I),359,9,197,152,1
Crisp,,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,2444,58,1242,1141,3
Crisp,Arabi,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,99,4,74,21,0
Crisp,Coney,"Public Service Commission, District 3",3,D,STEPHEN OPPENHEIMER,74,2,46,26,0
