county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Walton,,"Public Service Commission, District 3",3,REP,CHUCK EATON,8262,255,6726,1281,0
Walton,Bold Springs,"Public Service Commission, District 3",3,REP,CHUCK EATON,555,13,468,74,0
Walton,Whatley,"Public Service Commission, District 3",3,REP,CHUCK EATON,191,6,152,33,0
Walton,Walker Park,"Public Service Commission, District 3",3,REP,CHUCK EATON,490,15,376,99,0
Walton,Gratis,"Public Service Commission, District 3",3,REP,CHUCK EATON,252,4,209,39,0
Walton,Between,"Public Service Commission, District 3",3,REP,CHUCK EATON,558,9,458,91,0
Walton,Walnut Grove,"Public Service Commission, District 3",3,REP,CHUCK EATON,307,12,267,28,0
Walton,Loganville North,"Public Service Commission, District 3",3,REP,CHUCK EATON,519,21,431,67,0
Walton,Social Circle,"Public Service Commission, District 3",3,REP,CHUCK EATON,459,22,377,60,0
Walton,South Monroe,"Public Service Commission, District 3",3,REP,CHUCK EATON,508,31,340,137,0
Walton,North Monroe,"Public Service Commission, District 3",3,REP,CHUCK EATON,286,9,208,69,0
Walton,Loganville South,"Public Service Commission, District 3",3,REP,CHUCK EATON,398,16,339,43,0
Walton,West Walton,"Public Service Commission, District 3",3,REP,CHUCK EATON,630,18,534,78,0
Walton,Broken Arrow,"Public Service Commission, District 3",3,REP,CHUCK EATON,505,6,459,40,0
Walton,Bay Creek,"Public Service Commission, District 3",3,REP,CHUCK EATON,432,13,352,67,0
Walton,E Monroe,"Public Service Commission, District 3",3,REP,CHUCK EATON,378,10,274,94,0
Walton,Atha Road,"Public Service Commission, District 3",3,REP,CHUCK EATON,386,14,264,108,0
Walton,Oasis,"Public Service Commission, District 3",3,REP,CHUCK EATON,357,8,312,37,0
Walton,Mountain,"Public Service Commission, District 3",3,REP,CHUCK EATON,185,4,152,29,0
Walton,Jersey,"Public Service Commission, District 3",3,REP,CHUCK EATON,246,13,215,18,0
Walton,Blasingame,"Public Service Commission, District 3",3,REP,CHUCK EATON,266,4,229,33,0
Walton,Good Hope,"Public Service Commission, District 3",3,REP,CHUCK EATON,354,7,310,37,0
Walton,,"Public Service Commission, District 3",3,REP,MATT REID,4801,125,4035,641,0
Walton,Bold Springs,"Public Service Commission, District 3",3,REP,MATT REID,279,7,234,38,0
Walton,Whatley,"Public Service Commission, District 3",3,REP,MATT REID,114,3,104,7,0
Walton,Walker Park,"Public Service Commission, District 3",3,REP,MATT REID,327,5,258,64,0
