county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person,advance_in_person_2
DeKalb,LAKESIDE HIGH,"Public Service Commission, District 3",3,REP,CHUCK EATON,267,27,0,218,7,15
DeKalb,LAVISTA,"Public Service Commission, District 3",3,REP,CHUCK EATON,77,2,0,70,2,3
DeKalb,LAVISTA ROAD,"Public Service Commission, District 3",3,REP,CHUCK EATON,70,6,0,60,1,3
DeKalb,LIN-MARY LIN ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,74,4,0,61,4,5
DeKalb,LITHONIA,"Public Service Commission, District 3",3,REP,CHUCK EATON,3,1,0,2,0,0
DeKalb,LITHONIA HIGH,"Public Service Commission, District 3",3,REP,CHUCK EATON,5,0,0,5,0,0
DeKalb,LIVSEY ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,146,4,0,115,4,23
DeKalb,MARBUT ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,3,1,0,1,1,0
DeKalb,MATHIS-BOB MATHIS ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,23,2,0,11,6,4
DeKalb,MCLENDON,"Public Service Commission, District 3",3,REP,CHUCK EATON,39,5,0,32,0,2
DeKalb,MCNAIR ACADEMY,"Public Service Commission, District 3",3,REP,CHUCK EATON,11,0,0,11,0,0
DeKalb,MCNAIR HIGH,"Public Service Commission, District 3",3,REP,CHUCK EATON,11,0,0,11,0,0
DeKalb,MCNAIR MIDDLE,"Public Service Commission, District 3",3,REP,CHUCK EATON,4,0,0,3,1,0
DeKalb,MCWILLIAMS,"Public Service Commission, District 3",3,REP,CHUCK EATON,7,0,0,6,1,0
DeKalb,MEADOWVIEW ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,13,2,0,11,0,0
DeKalb,MEDLOCK ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,109,6,0,97,6,0
DeKalb,MEMORIAL NORTH,"Public Service Commission, District 3",3,REP,CHUCK EATON,33,3,0,24,6,0
DeKalb,MEMORIAL SOUTH,"Public Service Commission, District 3",3,REP,CHUCK EATON,10,0,0,7,3,0
DeKalb,METROPOLITAN,"Public Service Commission, District 3",3,REP,CHUCK EATON,17,0,0,16,1,0
DeKalb,MIDVALE ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,264,10,0,197,7,50
DeKalb,MIDVALE ROAD,"Public Service Commission, District 3",3,REP,CHUCK EATON,178,9,0,145,9,15
DeKalb,MIDWAY ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,21,0,0,14,5,2
DeKalb,MILLER-ELDRIDGE L. MILLER ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,21,2,0,17,2,0
DeKalb,MILLER GROVE HIGH,"Public Service Commission, District 3",3,REP,CHUCK EATON,6,0,0,4,2,0
DeKalb,MILLER GROVE MIDDLE,"Public Service Commission, District 3",3,REP,CHUCK EATON,5,0,0,4,1,0
DeKalb,MILLER GROVE ROAD,"Public Service Commission, District 3",3,REP,CHUCK EATON,10,0,0,7,3,0
DeKalb,MONTCLAIR ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,45,2,0,40,2,1
DeKalb,MONTGOMERY ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,595,33,0,427,8,127
DeKalb,MONTREAL,"Public Service Commission, District 3",3,REP,CHUCK EATON,69,0,0,65,2,2
DeKalb,MT. VERNON EAST,"Public Service Commission, District 3",3,REP,CHUCK EATON,372,15,0,344,5,8
DeKalb,MT. VERNON WEST,"Public Service Commission, District 3",3,REP,CHUCK EATON,262,12,0,234,2,14
DeKalb,NORTH DECATUR,"Public Service Commission, District 3",3,REP,CHUCK EATON,26,5,0,21,0,0
DeKalb,NORTH HAIRSTON,"Public Service Commission, District 3",3,REP,CHUCK EATON,32,5,0,20,7,0
DeKalb,NORTH PEACHTREE,"Public Service Commission, District 3",3,REP,CHUCK EATON,88,9,0,74,0,5
DeKalb,NORTHLAKE,"Public Service Commission, District 3",3,REP,CHUCK EATON,106,9,0,89,2,6
DeKalb,OAK GROVE ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,122,13,0,99,5,5
DeKalb,OAK VIEW ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,8,0,0,8,0,0
DeKalb,OAKCLIFF ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,46,1,0,41,2,2
DeKalb,OAKHURST,"Public Service Commission, District 3",3,REP,CHUCK EATON,40,0,0,38,1,1
DeKalb,PANOLA,"Public Service Commission, District 3",3,REP,CHUCK EATON,9,1,0,5,3,0
DeKalb,PANOLA ROAD,"Public Service Commission, District 3",3,REP,CHUCK EATON,0,0,0,0,0,0
DeKalb,PANOLA WAY ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,5,0,0,3,2,0
DeKalb,PEACHCREST ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,12,2,0,9,1,0
DeKalb,PEACHTREE MIDDLE,"Public Service Commission, District 3",3,REP,CHUCK EATON,110,7,0,93,3,7
DeKalb,PINE LAKE,"Public Service Commission, District 3",3,REP,CHUCK EATON,10,0,0,10,0,0
DeKalb,PINEY GROVE,"Public Service Commission, District 3",3,REP,CHUCK EATON,6,0,0,6,0,0
DeKalb,PLEASANTDALE ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,63,6,0,53,1,3
DeKalb,PONCE DE LEON,"Public Service Commission, District 3",3,REP,CHUCK EATON,49,1,0,41,3,4
DeKalb,PRINCETON ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,7,0,0,6,1,0
DeKalb,RAINBOW ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,15,2,0,10,1,2
DeKalb,REDAN ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,9,0,0,6,1,2
DeKalb,REDAN MIDDLE,"Public Service Commission, District 3",3,REP,CHUCK EATON,11,2,0,8,1,0
DeKalb,REDAN ROAD,"Public Service Commission, District 3",3,REP,CHUCK EATON,9,1,0,8,0,0
DeKalb,REDAN-TROTTI LIBRARY,"Public Service Commission, District 3",3,REP,CHUCK EATON,15,0,0,10,5,0
DeKalb,REHOBOTH,"Public Service Commission, District 3",3,REP,CHUCK EATON,102,9,0,80,5,8
DeKalb,RENFROE MIDDLE,"Public Service Commission, District 3",3,REP,CHUCK EATON,32,2,0,29,1,0
DeKalb,ROCK CHAPEL ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,11,2,0,8,1,0
DeKalb,ROCK CHAPEL ROAD,"Public Service Commission, District 3",3,REP,CHUCK EATON,18,2,0,14,2,0
DeKalb,ROCKBRIDGE ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,20,0,0,18,2,0
DeKalb,ROCKBRIDGE ROAD,"Public Service Commission, District 3",3,REP,CHUCK EATON,13,0,0,12,1,0
DeKalb,ROWLAND ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,12,0,0,11,1,0
DeKalb,ROWLAND ROAD,"Public Service Commission, District 3",3,REP,CHUCK EATON,18,1,0,10,7,0
DeKalb,SAGAMORE HILLS ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,199,20,0,161,3,15
DeKalb,SALEM MIDDLE,"Public Service Commission, District 3",3,REP,CHUCK EATON,12,3,0,9,0,0
DeKalb,SCOTT,"Public Service Commission, District 3",3,REP,CHUCK EATON,17,11,0,0,4,2
DeKalb,SHADOW ROCK ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,19,0,0,12,7,0
DeKalb,SHAMROCK,"Public Service Commission, District 3",3,REP,CHUCK EATON,86,7,0,72,5,2
DeKalb,SHAW-ROBERT SHAW ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,41,0,0,34,5,2
DeKalb,SILVER LAKE,"Public Service Commission, District 3",3,REP,CHUCK EATON,368,27,0,302,4,35
DeKalb,SKYLAND,"Public Service Commission, District 3",3,REP,CHUCK EATON,199,16,0,172,2,9
DeKalb,SMOKE RISE ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,224,12,0,181,14,17
DeKalb,SNAPFINGER ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,4,1,0,3,0,0
DeKalb,SNAPFINGER ROAD NORTH,"Public Service Commission, District 3",3,REP,CHUCK EATON,7,2,0,2,3,0
DeKalb,SNAPFINGER ROAD SOUTH,"Public Service Commission, District 3",3,REP,CHUCK EATON,8,2,0,5,1,0
DeKalb,SOUTH DESHON,"Public Service Commission, District 3",3,REP,CHUCK EATON,8,0,0,7,1,0
DeKalb,SOUTH HAIRSTON,"Public Service Commission, District 3",3,REP,CHUCK EATON,3,0,0,2,1,0
DeKalb,STEPHENSON HIGH,"Public Service Commission, District 3",3,REP,CHUCK EATON,21,6,0,12,3,0
DeKalb,STEPHENSON MIDDLE,"Public Service Commission, District 3",3,REP,CHUCK EATON,11,1,0,8,2,0
DeKalb,STONE MILL ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,12,0,0,9,3,0
DeKalb,STONE MOUNTAIN CHAMPION,"Public Service Commission, District 3",3,REP,CHUCK EATON,31,0,0,31,0,0
DeKalb,STONE MOUNTAIN ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,99,50,0,37,12,0
DeKalb,STONE MOUNTAIN LIBRARY,"Public Service Commission, District 3",3,REP,CHUCK EATON,20,2,0,16,2,0
DeKalb,STONE MOUNTAIN MIDDLE,"Public Service Commission, District 3",3,REP,CHUCK EATON,28,2,0,19,0,7
DeKalb,STONEVIEW ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,4,0,0,4,0,0
DeKalb,TERRY MILL ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,8,0,0,8,0,0
DeKalb,TILLY MILL ROAD,"Public Service Commission, District 3",3,REP,CHUCK EATON,207,7,0,185,1,14
DeKalb,TONEY ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,5,0,1,3,0,1
DeKalb,TUCKER,"Public Service Commission, District 3",3,REP,CHUCK EATON,219,8,0,190,4,17
DeKalb,TUCKER LIBRARY,"Public Service Commission, District 3",3,REP,CHUCK EATON,164,3,0,126,3,32
DeKalb,VALLEY BROOK,"Public Service Commission, District 3",3,REP,CHUCK EATON,34,1,0,30,2,1
DeKalb,WADSWORTH ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,5,1,0,3,1,0
DeKalb,WARREN TECH,"Public Service Commission, District 3",3,REP,CHUCK EATON,139,2,0,124,2,11
DeKalb,WESLEY CHAPEL LIBRARY,"Public Service Commission, District 3",3,REP,CHUCK EATON,10,2,0,7,1,0
DeKalb,WHITE OAK,"Public Service Commission, District 3",3,REP,CHUCK EATON,2,0,0,1,1,0
DeKalb,WINNONA PARK ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,40,3,0,34,2,1
DeKalb,WINTERS CHAPEL,"Public Service Commission, District 3",3,REP,CHUCK EATON,150,14,0,129,0,7
DeKalb,WOODRIDGE ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,21,5,0,9,7,0
DeKalb,WOODROW ROAD,"Public Service Commission, District 3",3,REP,CHUCK EATON,38,9,0,24,4,1
DeKalb,WOODWARD ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,81,5,0,73,0,3
DeKalb,WYNBROOKE ELEM,"Public Service Commission, District 3",3,REP,CHUCK EATON,23,1,0,18,2,2
DeKalb,YOUNG ROAD,"Public Service Commission, District 3",3,REP,CHUCK EATON,8,0,0,6,2,0
DeKalb,,"Public Service Commission, District 3",3,REP,MATT REID,11785,710,5,9795,449,826
DeKalb,ALLGOOD ELEM,"Public Service Commission, District 3",3,REP,MATT REID,44,4,0,34,6,0
DeKalb,ASHFORD DUNWOODY RD,"Public Service Commission, District 3",3,REP,MATT REID,259,19,0,191,3,46
DeKalb,ASHFORD PARK ELEM,"Public Service Commission, District 3",3,REP,MATT REID,204,11,0,168,2,23
DeKalb,ASHFORD PARKSIDE,"Public Service Commission, District 3",3,REP,MATT REID,202,18,0,143,1,40
DeKalb,AUSTIN,"Public Service Commission, District 3",3,REP,MATT REID,249,9,0,229,1,10
DeKalb,AUSTIN DRIVE,"Public Service Commission, District 3",3,REP,MATT REID,13,0,0,9,3,1
DeKalb,AVONDALE,"Public Service Commission, District 3",3,REP,MATT REID,109,4,0,90,15,0
DeKalb,AVONDALE HIGH,"Public Service Commission, District 3",3,REP,MATT REID,54,0,0,47,5,2
DeKalb,BETHUNE MIDDLE,"Public Service Commission, District 3",3,REP,MATT REID,13,0,0,12,1,0
DeKalb,BOULDERCREST RD,"Public Service Commission, District 3",3,REP,MATT REID,11,5,0,6,0,0
DeKalb,BOULEVARD,"Public Service Commission, District 3",3,REP,MATT REID,44,0,0,43,0,1
DeKalb,BRIAR VISTA ELEM,"Public Service Commission, District 3",3,REP,MATT REID,70,4,0,64,1,1
DeKalb,BRIARCLIFF,"Public Service Commission, District 3",3,REP,MATT REID,102,8,0,88,0,6
DeKalb,BRIARLAKE ELEM,"Public Service Commission, District 3",3,REP,MATT REID,164,8,0,148,3,5
DeKalb,BRIARWOOD,"Public Service Commission, District 3",3,REP,MATT REID,100,2,0,88,1,9
DeKalb,BROCKETT,"Public Service Commission, District 3",3,REP,MATT REID,193,11,0,152,9,21
DeKalb,BROCKETT ELEM,"Public Service Commission, District 3",3,REP,MATT REID,154,3,0,136,5,10
DeKalb,BROOKHAVEN,"Public Service Commission, District 3",3,REP,MATT REID,181,10,0,144,2,25
DeKalb,BROWNS MILL ELEM,"Public Service Commission, District 3",3,REP,MATT REID,25,4,1,19,1,0
DeKalb,BURGESS ELEM,"Public Service Commission, District 3",3,REP,MATT REID,44,0,0,39,5,0
DeKalb,CANBY LANE ELEM,"Public Service Commission, District 3",3,REP,MATT REID,5,1,0,2,2,0
DeKalb,CANDLER,"Public Service Commission, District 3",3,REP,MATT REID,10,0,0,10,0,0
DeKalb,CANDLER-MURPHEY CANDLER ELEM,"Public Service Commission, District 3",3,REP,MATT REID,29,1,0,26,2,0
DeKalb,CEDAR GROVE ELEM,"Public Service Commission, District 3",3,REP,MATT REID,11,2,0,9,0,0
DeKalb,CEDAR GROVE MIDDLE,"Public Service Commission, District 3",3,REP,MATT REID,2,0,0,1,1,0
DeKalb,CEDAR GROVE SOUTH,"Public Service Commission, District 3",3,REP,MATT REID,18,1,0,14,3,0
DeKalb,CHAMBLEE ,"Public Service Commission, District 3",3,REP,MATT REID,142,6,0,120,0,16
DeKalb,CHAPEL HILL ELEM,"Public Service Commission, District 3",3,REP,MATT REID,7,0,0,6,1,0
DeKalb,CHESNUT ELEM,"Public Service Commission, District 3",3,REP,MATT REID,83,1,0,75,2,5
DeKalb,CLAIREMONT EAST,"Public Service Commission, District 3",3,REP,MATT REID,83,6,0,65,6,6
DeKalb,CLAIREMONT WEST,"Public Service Commission, District 3",3,REP,MATT REID,83,12,0,64,6,1
DeKalb,CLAIRMONT HILLS,"Public Service Commission, District 3",3,REP,MATT REID,131,14,0,114,3,0
DeKalb,CLARKSTON,"Public Service Commission, District 3",3,REP,MATT REID,29,0,1,24,4,0
DeKalb,CLIFTON ELEM,"Public Service Commission, District 3",3,REP,MATT REID,2,0,0,0,1,1
DeKalb,COAN MIDDLE,"Public Service Commission, District 3",3,REP,MATT REID,28,1,0,23,1,3
DeKalb,COLUMBIA DRIVE,"Public Service Commission, District 3",3,REP,MATT REID,4,0,0,4,0,0
DeKalb,COLUMBIA ELEM,"Public Service Commission, District 3",3,REP,MATT REID,0,0,0,0,0,0
DeKalb,COLUMBIA MIDDLE,"Public Service Commission, District 3",3,REP,MATT REID,3,0,0,3,0,0
DeKalb,CORALWOOD,"Public Service Commission, District 3",3,REP,MATT REID,195,16,0,154,12,13
DeKalb,COVINGTON,"Public Service Commission, District 3",3,REP,MATT REID,32,0,0,26,6,0
DeKalb,COVINGTON HWY LIBRARY,"Public Service Commission, District 3",3,REP,MATT REID,1,0,0,1,0,0
DeKalb,CROSS KEYS HIGH,"Public Service Commission, District 3",3,REP,MATT REID,63,3,0,50,0,10
DeKalb,CROSSROADS,"Public Service Commission, District 3",3,REP,MATT REID,7,0,0,5,2,0
DeKalb,DORAVILLE NORTH,"Public Service Commission, District 3",3,REP,MATT REID,81,11,0,63,4,3
DeKalb,DORAVILLE SOUTH,"Public Service Commission, District 3",3,REP,MATT REID,59,3,0,53,0,3
DeKalb,DRESDEN ELEM,"Public Service Commission, District 3",3,REP,MATT REID,105,0,0,101,2,2
DeKalb,DRUID HILLS HIGH,"Public Service Commission, District 3",3,REP,MATT REID,88,10,0,73,2,3
DeKalb,DUNAIRE ELEM,"Public Service Commission, District 3",3,REP,MATT REID,31,0,0,25,6,0
DeKalb,DUNWOODY,"Public Service Commission, District 3",3,REP,MATT REID,84,8,0,69,1,6
DeKalb,DUNWOODY ELEM,"Public Service Commission, District 3",3,REP,MATT REID,167,13,0,140,1,13
DeKalb,DUNWOODY LIBRARY,"Public Service Commission, District 3",3,REP,MATT REID,219,16,0,192,1,10
DeKalb,EAST LAKE ELEM,"Public Service Commission, District 3",3,REP,MATT REID,34,0,0,30,4,0
DeKalb,EMBRY HILLS,"Public Service Commission, District 3",3,REP,MATT REID,144,7,0,129,4,4
DeKalb,EMORY ROAD,"Public Service Commission, District 3",3,REP,MATT REID,7,7,0,0,0,0
DeKalb,EMORY SOUTH,"Public Service Commission, District 3",3,REP,MATT REID,84,4,0,71,3,6
DeKalb,EPWORTH,"Public Service Commission, District 3",3,REP,MATT REID,71,3,0,62,3,3
