county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person,advance_in_person_2
DeKalb,AUSTIN DRIVE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,12,0,0,9,1,2
DeKalb,AVONDALE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,142,11,0,122,9,0
DeKalb,AVONDALE HIGH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,67,1,0,60,4,2
DeKalb,BETHUNE MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,16,2,0,14,0,0
DeKalb,BOULDERCREST RD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,6,2,0,3,1,0
DeKalb,BOULEVARD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,67,1,0,63,0,3
DeKalb,BRIAR VISTA ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,100,8,0,88,2,2
DeKalb,BRIARCLIFF,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,118,8,0,103,3,4
DeKalb,BRIARLAKE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,186,8,0,158,7,13
DeKalb,BRIARWOOD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,231,3,0,213,0,15
DeKalb,BROCKETT,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,157,12,0,121,7,17
DeKalb,BROCKETT ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,153,3,0,129,10,11
DeKalb,BROOKHAVEN,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,357,9,0,298,2,48
DeKalb,BROWNS MILL ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,26,5,1,20,0,0
DeKalb,BURGESS ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,57,1,0,54,2,0
DeKalb,CANBY LANE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,7,1,0,4,2,0
DeKalb,CANDLER,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,20,2,0,18,0,0
DeKalb,CANDLER-MURPHEY CANDLER ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,23,0,0,21,2,0
DeKalb,CEDAR GROVE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,14,1,0,12,0,1
DeKalb,CEDAR GROVE MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,4,0,0,3,1,0
DeKalb,CEDAR GROVE SOUTH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,13,1,0,9,3,0
DeKalb,CHAMBLEE ,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,230,13,0,194,1,22
DeKalb,CHAPEL HILL ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,10,1,0,7,2,0
DeKalb,CHESNUT ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,111,5,0,96,1,9
DeKalb,CLAIREMONT EAST,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,108,4,0,88,7,9
DeKalb,CLAIREMONT WEST,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,102,15,0,78,5,4
DeKalb,CLAIRMONT HILLS,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,137,17,0,118,1,1
DeKalb,CLARKSTON,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,44,0,1,38,4,1
DeKalb,CLIFTON ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,5,0,0,3,1,1
DeKalb,COAN MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,38,1,0,33,1,3
DeKalb,COLUMBIA DRIVE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,5,0,0,4,1,0
DeKalb,COLUMBIA ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,1,0,0,0,1,0
DeKalb,COLUMBIA MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,1,0,0,1,0,0
DeKalb,CORALWOOD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,212,21,0,160,15,16
DeKalb,COVINGTON,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,34,1,0,25,8,0
DeKalb,COVINGTON HWY LIBRARY,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,0,0,0,0,0,0
DeKalb,CROSS KEYS HIGH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,138,8,0,112,1,17
DeKalb,CROSSROADS,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,9,1,0,7,1,0
DeKalb,DORAVILLE NORTH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,85,7,0,72,4,2
DeKalb,DORAVILLE SOUTH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,61,4,0,56,0,1
DeKalb,DRESDEN ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,139,0,0,130,1,8
DeKalb,DRUID HILLS HIGH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,112,17,0,85,3,7
DeKalb,DUNAIRE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,37,0,0,31,6,0
DeKalb,DUNWOODY,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,158,9,0,140,2,7
DeKalb,DUNWOODY ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,252,25,0,205,1,21
DeKalb,DUNWOODY LIBRARY,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,335,25,0,295,5,10
DeKalb,EAST LAKE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,55,1,0,50,3,1
DeKalb,EMBRY HILLS,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,188,13,0,161,3,11
DeKalb,EMORY ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,5,3,0,0,0,2
DeKalb,EMORY SOUTH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,141,11,1,121,4,4
DeKalb,EPWORTH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,102,4,0,93,2,3
DeKalb,EVANSDALE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,187,17,0,155,3,12
DeKalb,FAIRINGTON ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,6,0,0,6,0,0
DeKalb,FERNBANK ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,86,13,0,63,4,6
DeKalb,FLAKES MILL FIRE STATION,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,7,2,0,5,0,0
DeKalb,FLAT ROCK ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,7,0,0,7,0,0
DeKalb,FLAT SHOALS,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,7,0,0,6,1,0
DeKalb,FLAT SHOALS ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,2,0,0,2,0,0
DeKalb,FLAT SHOALS LIBRARY,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,7,0,0,6,1,0
DeKalb,FLAT SHOALS PARKWAY,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,5,0,0,3,0,2
DeKalb,FREEDOM MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,31,3,0,22,6,0
DeKalb,GEORGETOWN SQUARE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,179,10,0,159,2,8
DeKalb,GLENHAVEN,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,19,1,0,15,3,0
DeKalb,GLENNWOOD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,43,3,0,32,3,5
DeKalb,GLENWOOD ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,11,0,0,11,0,0
DeKalb,GRESHAM ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,17,0,0,15,2,0
DeKalb,HAMBRICK ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,56,4,0,38,12,2
DeKalb,HARRIS-MARGARET HARRIS ED,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,93,3,0,86,2,2
DeKalb,HARRIS-NARVIE J. HARRIS ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,6,0,0,5,0,1
DeKalb,HAWTHORNE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,177,5,0,158,3,11
DeKalb,HENDERSON MILL ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,258,17,0,219,8,14
DeKalb,HUGH HOWELL,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,190,9,0,150,17,14
DeKalb,HUNTLEY HILLS ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,93,1,0,81,0,11
DeKalb,IDLEWOOD ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,79,2,0,74,2,1
DeKalb,INDIAN CREEK ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,27,1,0,21,5,0
DeKalb,JOHNSON ESTATES,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,72,2,0,67,0,3
DeKalb,JOLLY ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,22,0,0,19,2,1
DeKalb,KELLEY CHAPEL ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,11,0,0,11,0,0
DeKalb,KELLEY LAKE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,11,0,0,10,0,1
DeKalb,KING-ML KING JR HIGH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,13,4,0,4,4,1
DeKalb,KINGSLEY ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,362,25,0,318,8,11
DeKalb,KNOLLWOOD ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,14,3,0,10,1,0
DeKalb,KITTREDGE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,199,9,0,156,1,33
DeKalb,LAKESIDE HIGH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,243,29,0,194,7,13
DeKalb,LAVISTA,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,90,5,0,82,2,1
DeKalb,LAVISTA ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,84,12,0,68,1,3
DeKalb,LIN-MARY LIN ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,84,5,0,72,3,4
DeKalb,LITHONIA,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,8,1,0,7,0,0
DeKalb,LITHONIA HIGH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,8,0,0,8,0,0
DeKalb,LIVSEY ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,160,5,0,129,1,25
DeKalb,MARBUT ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,9,1,0,7,1,0
DeKalb,MATHIS-BOB MATHIS ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,13,2,0,8,3,0
DeKalb,MCLENDON,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,47,3,0,40,3,1
DeKalb,MCNAIR ACADEMY,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,13,0,0,12,0,1
DeKalb,MCNAIR HIGH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,24,1,0,23,0,0
DeKalb,MCNAIR MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,8,0,0,7,1,0
DeKalb,MCWILLIAMS,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,9,1,0,7,1,0
DeKalb,MEADOWVIEW ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,15,5,0,10,0,0
DeKalb,MEDLOCK ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,152,4,0,139,8,1
DeKalb,MEMORIAL NORTH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,34,3,0,24,7,0
DeKalb,MEMORIAL SOUTH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,18,1,0,13,4,0
DeKalb,METROPOLITAN,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,37,1,0,34,2,0
DeKalb,MIDVALE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,240,10,0,188,6,36
DeKalb,MIDVALE ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,168,8,0,142,8,10
DeKalb,MIDWAY ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,26,0,0,23,3,0
DeKalb,MILLER-ELDRIDGE L. MILLER ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,19,2,0,16,1,0
DeKalb,MILLER GROVE HIGH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,11,0,0,7,4,0
DeKalb,MILLER GROVE MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,9,1,0,7,1,0
DeKalb,MILLER GROVE ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,7,0,0,6,1,0
DeKalb,MONTCLAIR ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,56,4,0,48,2,2
DeKalb,MONTGOMERY ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,644,38,0,465,10,131
DeKalb,MONTREAL,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,91,1,0,85,5,0
DeKalb,MT. VERNON EAST,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,348,21,0,312,7,8
DeKalb,MT. VERNON WEST,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,244,17,0,215,2,10
DeKalb,NORTH DECATUR,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,35,5,1,27,1,1
DeKalb,NORTH HAIRSTON,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,50,4,0,35,10,1
DeKalb,NORTH PEACHTREE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,96,5,0,86,0,5
DeKalb,NORTHLAKE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,117,6,0,106,1,4
DeKalb,OAK GROVE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,140,11,0,121,3,5
DeKalb,OAK VIEW ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,7,0,0,7,0,0
DeKalb,OAKCLIFF ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,76,2,0,70,2,2
DeKalb,OAKHURST,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,54,0,0,53,0,1
DeKalb,PANOLA,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,13,1,0,10,2,0
DeKalb,PANOLA ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,0,0,0,0,0,0
DeKalb,PANOLA WAY ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,3,0,0,2,1,0
DeKalb,PEACHCREST ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,15,2,0,11,1,1
DeKalb,PEACHTREE MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,130,9,0,104,1,16
DeKalb,PINE LAKE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,16,0,0,16,0,0
DeKalb,PINEY GROVE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,10,0,0,9,1,0
DeKalb,PLEASANTDALE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,100,4,0,88,1,7
DeKalb,PONCE DE LEON,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,49,1,0,43,1,4
DeKalb,PRINCETON ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,7,0,0,6,1,0
DeKalb,RAINBOW ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,13,1,0,9,3,0
DeKalb,REDAN ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,10,0,0,6,1,3
DeKalb,REDAN MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,14,0,0,12,2,0
DeKalb,REDAN ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,9,0,0,9,0,0
DeKalb,REDAN-TROTTI LIBRARY,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,7,0,0,4,3,0
DeKalb,REHOBOTH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,120,5,0,99,8,8
DeKalb,RENFROE MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,51,1,0,47,2,1
DeKalb,ROCK CHAPEL ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,11,3,0,8,0,0
DeKalb,ROCK CHAPEL ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,28,2,0,25,0,1
DeKalb,ROCKBRIDGE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,27,0,0,24,3,0
DeKalb,ROCKBRIDGE ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,19,0,0,17,1,1
DeKalb,ROWLAND ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,16,2,0,13,1,0
DeKalb,ROWLAND ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,30,1,0,21,8,0
DeKalb,SAGAMORE HILLS ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,228,18,0,195,6,9
DeKalb,SALEM MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,8,0,0,7,1,0
DeKalb,SCOTT,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,10,5,0,0,4,1
DeKalb,SHADOW ROCK ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,28,4,0,18,5,1
DeKalb,SHAMROCK,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,101,6,0,89,4,2
DeKalb,SHAW-ROBERT SHAW ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,63,3,0,50,8,2
DeKalb,SILVER LAKE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,434,31,0,353,3,47
DeKalb,SKYLAND,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,253,17,0,223,2,11
DeKalb,SMOKE RISE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,214,9,0,177,18,10
DeKalb,SNAPFINGER ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,4,0,0,4,0,0
DeKalb,SNAPFINGER ROAD NORTH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,17,4,0,7,6,0
DeKalb,SNAPFINGER ROAD SOUTH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,7,2,0,5,0,0
DeKalb,SOUTH DESHON,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,12,0,0,10,2,0
DeKalb,SOUTH HAIRSTON,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,14,2,0,9,3,0
DeKalb,STEPHENSON HIGH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,22,2,0,16,4,0
DeKalb,STEPHENSON MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,21,1,0,17,3,0
DeKalb,STONE MILL ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,16,1,0,12,3,0
DeKalb,STONE MOUNTAIN CHAMPION,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,37,0,0,36,1,0
DeKalb,STONE MOUNTAIN ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,68,26,0,33,9,0
DeKalb,STONE MOUNTAIN LIBRARY,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,23,0,0,21,1,1
DeKalb,STONE MOUNTAIN MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,22,1,0,13,0,8
DeKalb,STONEVIEW ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,5,0,0,4,1,0
DeKalb,TERRY MILL ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,23,1,0,20,2,0
DeKalb,TILLY MILL ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,159,4,0,143,1,11
DeKalb,TONEY ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,4,0,0,3,0,1
DeKalb,TUCKER,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,278,8,0,242,7,21
DeKalb,TUCKER LIBRARY,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,173,4,0,122,4,43
DeKalb,VALLEY BROOK,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,53,1,0,46,5,1
DeKalb,WADSWORTH ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,9,2,0,5,1,1
DeKalb,WARREN TECH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,142,2,0,127,1,12
DeKalb,WESLEY CHAPEL LIBRARY,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,7,0,0,4,2,1
DeKalb,WHITE OAK,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,3,0,0,2,1,0
DeKalb,WINNONA PARK ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,48,0,0,42,2,4
DeKalb,WINTERS CHAPEL,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,175,11,0,158,0,6
DeKalb,WOODRIDGE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,20,3,0,13,3,1
DeKalb,WOODROW ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,35,4,0,30,1,0
DeKalb,WOODWARD ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,121,9,0,105,3,4
DeKalb,WYNBROOKE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,21,0,0,21,0,0
DeKalb,YOUNG ROAD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,10,2,0,5,3,0
DeKalb,,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,14767,1114,6,11980,547,1120
DeKalb,ALLGOOD ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,42,3,0,36,3,0
DeKalb,ASHFORD DUNWOODY RD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,347,29,0,247,4,67
DeKalb,ASHFORD PARK ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,212,20,0,168,3,21
DeKalb,ASHFORD PARKSIDE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,260,21,0,180,1,58
DeKalb,AUSTIN,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,382,17,1,347,2,15
DeKalb,AUSTIN DRIVE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,18,1,0,11,6,0
DeKalb,AVONDALE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,115,9,0,86,20,0
DeKalb,AVONDALE HIGH,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,56,4,0,41,11,0
DeKalb,BETHUNE MIDDLE,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,13,1,0,9,3,0
DeKalb,BOULDERCREST RD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,13,4,0,8,1,0
DeKalb,BOULEVARD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,29,0,0,28,1,0
DeKalb,BRIAR VISTA ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,79,8,0,67,1,3
DeKalb,BRIARCLIFF,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,139,23,0,107,2,7
DeKalb,BRIARLAKE ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,215,10,0,191,4,10
DeKalb,BRIARWOOD,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,82,1,1,75,1,4
DeKalb,BROCKETT,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,220,13,0,178,11,18
DeKalb,BROCKETT ELEM,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,195,8,0,163,3,21
