county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Ware,,TAX COMMISSIONER,,,STEVE A. BARNARD ,1108,83,738,287,0
Ware,District 1,TAX COMMISSIONER,,,STEVE A. BARNARD ,48,9,14,25,0
Ware,District 2A,TAX COMMISSIONER,,,STEVE A. BARNARD ,134,12,78,44,0
Ware,District 2B,TAX COMMISSIONER,,,STEVE A. BARNARD ,28,6,16,6,0
Ware,1231-150B,TAX COMMISSIONER,,,STEVE A. BARNARD ,340,39,205,96,0
Ware,1231-150C,TAX COMMISSIONER,,,STEVE A. BARNARD ,47,2,37,8,0
Ware,1231-151,TAX COMMISSIONER,,,STEVE A. BARNARD ,200,6,132,62,0
Ware,Beach-Bickley,TAX COMMISSIONER,,,STEVE A. BARNARD ,31,0,31,0,0
Ware,Haywood,TAX COMMISSIONER,,,STEVE A. BARNARD ,30,2,25,3,0
Ware,Jamestown,TAX COMMISSIONER,,,STEVE A. BARNARD ,113,3,91,19,0
Ware,Manor,TAX COMMISSIONER,,,STEVE A. BARNARD ,48,1,40,7,0
Ware,Millwood,TAX COMMISSIONER,,,STEVE A. BARNARD ,12,1,10,1,0
Ware,Waresboro,TAX COMMISSIONER,,,STEVE A. BARNARD ,77,2,59,16,0
Ware,,TAX COMMISSIONER,,,ROGER E. COLLINS,1210,54,871,285,0
Ware,District 1,TAX COMMISSIONER,,,ROGER E. COLLINS,86,11,40,35,0
Ware,District 2A,TAX COMMISSIONER,,,ROGER E. COLLINS,171,15,104,52,0
Ware,District 2B,TAX COMMISSIONER,,,ROGER E. COLLINS,37,0,28,9,0
Ware,1231-150B,TAX COMMISSIONER,,,ROGER E. COLLINS,189,14,125,50,0
Ware,1231-150C,TAX COMMISSIONER,,,ROGER E. COLLINS,75,0,57,18,0
Ware,1231-151,TAX COMMISSIONER,,,ROGER E. COLLINS,327,12,243,72,0
Ware,Beach-Bickley,TAX COMMISSIONER,,,ROGER E. COLLINS,22,0,19,3,0
Ware,Haywood,TAX COMMISSIONER,,,ROGER E. COLLINS,30,1,20,9,0
Ware,Jamestown,TAX COMMISSIONER,,,ROGER E. COLLINS,118,1,101,16,0
Ware,Manor,TAX COMMISSIONER,,,ROGER E. COLLINS,34,0,32,2,0
Ware,Millwood,TAX COMMISSIONER,,,ROGER E. COLLINS,37,0,32,5,0
Ware,Waresboro,TAX COMMISSIONER,,,ROGER E. COLLINS,84,0,70,14,0
