county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Schley,,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),146,0,98,48,0
Schley,Precinct One,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),146,0,98,48,0
Schley,,"Public Service Commission, District 3",3,REP,MATT REID,89,1,56,32,0
Schley,Precinct One,"Public Service Commission, District 3",3,REP,MATT REID,89,1,56,32,0
Schley,,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,250,9,133,107,1
Schley,Precinct One,"Public Service Commission, District 3",3,DEM,STEPHEN OPPENHEIMER,250,9,133,107,1
Schley,,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,108,1,70,37,0
Schley,Precinct One,"Public Service Commission, District 5",5,REP,PAM DAVIDSON,108,1,70,37,0
Schley,,"Public Service Commission, District 5",5,REP,STAN WISE (I),128,0,83,45,0
Schley,Precinct One,"Public Service Commission, District 5",5,REP,STAN WISE (I),128,0,83,45,0
Schley,,"U.S. Representative, District 2",2,REP,RICK ALLEN,68,1,48,19,0
Schley,Precinct One,"U.S. Representative, District 2",2,REP,RICK ALLEN,68,1,48,19,0
Schley,,"U.S. Representative, District 2",2,REP,KEN DELOACH,59,0,45,14,0
Schley,Precinct One,"U.S. Representative, District 2",2,REP,KEN DELOACH,59,0,45,14,0
Schley,,"U.S. Representative, District 2",2,REP,JOHN HOUSE,100,0,56,44,0
Schley,Precinct One,"U.S. Representative, District 2",2,REP,JOHN HOUSE,100,0,56,44,0
Schley,,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),292,9,170,112,1
Schley,Precinct One,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),292,9,170,112,1
Schley,,"State Senator, District 15",15,REP,DAVID BROWN,209,0,136,73,0
Schley,Precinct One,"State Senator, District 15",15,REP,DAVID BROWN,209,0,136,73,0
Schley,,"State Senator, District 15",15,DEM,ED HARBISON (I),219,6,123,89,1
Schley,Precinct One,"State Senator, District 15",15,DEM,ED HARBISON (I),219,6,123,89,1
Schley,,"State Senator, District 15",15,DEM,REGINALD PUGH,113,3,66,44,0
Schley,Precinct One,"State Senator, District 15",15,DEM,REGINALD PUGH,113,3,66,44,0
Schley,,"State Representative, District 138",138,REP,MIKE CHEOKAS (I),215,1,141,73,0
Schley,Precinct One,"State Representative, District 138",138,REP,MIKE CHEOKAS (I),215,1,141,73,0
Schley,,"State Representative, District 138",138,DEM,KEVIN T. BROWN,258,9,146,102,1
Schley,Precinct One,"State Representative, District 138",138,DEM,KEVIN T. BROWN,258,9,146,102,1
Schley,,"District Attorney, Southwestern Circuit", Southwestern Circuit - REP,REP,PLEZ H. HARDIN (I),215,0,141,74,0
Schley,Precinct One,"District Attorney, Southwestern Circuit", Southwestern Circuit - REP,REP,PLEZ H. HARDIN (I),215,0,141,74,0
Schley,,"JUDGE, PROBATE COURT", PROBATE COURT - R,,MITZI E. WAY ,239,2,158,79,0
Schley,Precinct One,"JUDGE, PROBATE COURT", PROBATE COURT - R,,MITZI E. WAY ,239,2,158,79,0
Schley,,"CLERK, SUPERIOR COURT", SUPERIOR COURT - R,,KATHY S. ROYAL,234,2,157,75,0
Schley,Precinct One,"CLERK, SUPERIOR COURT", SUPERIOR COURT - R,,KATHY S. ROYAL,234,2,157,75,0
Schley,,SHERIFF,,,SHANE TONDEE ,244,2,160,82,0
Schley,Precinct One,SHERIFF,,,SHANE TONDEE ,244,2,160,82,0
Schley,,TAX COMMISSIONER,,,PAM G. REGISTER ,238,3,155,80,0
Schley,Precinct One,TAX COMMISSIONER,,,PAM G. REGISTER ,238,3,155,80,0
Schley,,CORONER,,,JOHNNY WALL,365,9,208,147,1
Schley,Precinct One,CORONER,,,JOHNNY WALL,365,9,208,147,1
Schley,,CHIEF MAGISTRATE,,,LARRY WALL ,241,2,160,79,0
Schley,Precinct One,CHIEF MAGISTRATE,,,LARRY WALL ,241,2,160,79,0
Schley,,COUNTY COMM AT LARGE,,,GREG BARINEAU ,212,2,137,73,0
Schley,Precinct One,COUNTY COMM AT LARGE,,,GREG BARINEAU ,212,2,137,73,0
Schley,,"CC, D2", D2 - D,,ANGELI S SMITH ,82,1,48,32,1
Schley,Precinct One,"CC, D2", D2 - D,,ANGELI S SMITH ,82,1,48,32,1
Schley,,"CC, D3", D3 - D,,SANDRA KAY ROYAL ,66,3,42,21,0
Schley,Precinct One,"CC, D3", D3 - D,,SANDRA KAY ROYAL ,66,3,42,21,0
Schley,,BOE AT LARGE,,,TOMMY PILCHER,214,2,140,72,0
Schley,Precinct One,BOE AT LARGE,,,TOMMY PILCHER,214,2,140,72,0
Schley,,BOE AT LARGE,,I,DAVID L. BYRD SR.,287,6,155,125,1
Schley,Precinct One,BOE AT LARGE,,I,DAVID L. BYRD SR.,287,6,155,125,1
Schley,,BOE AT LARGE,,,WALT VASIL,170,3,116,51,0
Schley,Precinct One,BOE AT LARGE,,,WALT VASIL,170,3,116,51,0
Schley,,BOE D2,,,JOAN W. PERKINS ,82,1,49,31,1
Schley,Precinct One,BOE D2,,,JOAN W. PERKINS ,82,1,49,31,1
Schley,,BOE D3,,,MARIA G. CLOER ,49,1,38,10,0
Schley,Precinct One,BOE D3,,,MARIA G. CLOER ,49,1,38,10,0
Schley,,BOE D3,,,BILL EWING,38,0,24,14,0
Schley,Precinct One,BOE D3,,,BILL EWING,38,0,24,14,0
Schley,,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,140,1,90,49,0
Schley,Precinct One,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,YES,140,1,90,49,0
Schley,,Republican Party Question 1<br>Should Georgia have casino gambling with funds going to education?,,REP,NO,129,2,86,41,0
