county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Jefferson,,"State Representative, District 127",127,D,DIANE B. EVANS,874,47,709,118,0
Jefferson,Stapleton Crossroads,"State Representative, District 127",127,D,DIANE B. EVANS,61,4,48,9,0
Jefferson,Matthews,"State Representative, District 127",127,D,DIANE B. EVANS,39,0,38,1,0
Jefferson,Wrens,"State Representative, District 127",127,D,DIANE B. EVANS,342,11,328,3,0
Jefferson,Louisville,"State Representative, District 127",127,D,DIANE B. EVANS,372,32,240,100,0
Jefferson,Stapleton,"State Representative, District 127",127,D,DIANE B. EVANS,42,0,39,3,0
Jefferson,Avera,"State Representative, District 127",127,D,DIANE B. EVANS,18,0,16,2,0
Jefferson,,"State Representative, District 127",127,D,BRIAN PRINCE,304,9,247,47,1
Jefferson,Stapleton Crossroads,"State Representative, District 127",127,D,BRIAN PRINCE,27,0,23,4,0
Jefferson,Matthews,"State Representative, District 127",127,D,BRIAN PRINCE,23,0,21,2,0
Jefferson,Wrens,"State Representative, District 127",127,D,BRIAN PRINCE,94,2,88,4,0
Jefferson,Louisville,"State Representative, District 127",127,D,BRIAN PRINCE,123,7,81,35,0
Jefferson,Stapleton,"State Representative, District 127",127,D,BRIAN PRINCE,19,0,16,2,1
Jefferson,Avera,"State Representative, District 127",127,D,BRIAN PRINCE,18,0,18,0,0
