county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
,State Representative,71,R,THOMAS G. CRYMES,885,715,62,108,0
Coweta,State Representative,71,R,THOMAS G. CRYMES,854,686,62,106,0
Fayette,State Representative,71,R,THOMAS G. CRYMES,31,29,0,2,0
,State Representative,71,R,DAVID J. STOVER,1356,1208,55,93,0
Coweta,State Representative,71,R,DAVID J. STOVER,1340,1193,55,92,0
Fayette,State Representative,71,R,DAVID J. STOVER,16,15,0,1,0
