county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Cobb,Bells Ferry 03,State Senate,14,Republican,MATT LAUGHRIDGE,13,0,0,0
Cobb,Big Shanty 02,State Senate,14,Republican,MATT LAUGHRIDGE,14,0,0,0
Cobb,Kennesaw 1A,State Senate,14,Republican,MATT LAUGHRIDGE,0,0,0,0
Cobb,Palmer 01,State Senate,14,Republican,MATT LAUGHRIDGE,2,0,0,0
Cobb,Pitner 01,State Senate,14,Republican,MATT LAUGHRIDGE,10,0,0,0
Cobb,Wade Green 01,State Senate,14,Republican,MATT LAUGHRIDGE,12,0,0,0
Cobb,Wade Green 02,State Senate,14,Republican,MATT LAUGHRIDGE,7,0,0,0
Cobb,Bells Ferry 03,State Senate,14,Republican,BRUCE THOMPSON,34,2,0,0
Cobb,Big Shanty 02,State Senate,14,Republican,BRUCE THOMPSON,36,1,0,0
Cobb,Kennesaw 1A,State Senate,14,Republican,BRUCE THOMPSON,0,0,0,0
Cobb,Palmer 01,State Senate,14,Republican,BRUCE THOMPSON,20,0,0,0
Cobb,Pitner 01,State Senate,14,Republican,BRUCE THOMPSON,28,0,0,0
Cobb,Wade Green 01,State Senate,14,Republican,BRUCE THOMPSON,46,0,0,0
Cobb,Wade Green 02,State Senate,14,Republican,BRUCE THOMPSON,26,2,3,0
Cherokee,BASCOMB,State Senate,14,Republican,MATT LAUGHRIDGE,13,2,0,0
Cherokee,BELLS,State Senate,14,Republican,MATT LAUGHRIDGE,14,0,0,0
Cherokee,BOOTH,State Senate,14,Republican,MATT LAUGHRIDGE,1,0,0,0
Cherokee,BRIDGEMILL,State Senate,14,Republican,MATT LAUGHRIDGE,59,8,4,0
Cherokee,CANTON,State Senate,14,Republican,MATT LAUGHRIDGE,66,95,1,0
Cherokee,CARMEL,State Senate,14,Republican,MATT LAUGHRIDGE,22,1,0,0
Cherokee,CLAYTON,State Senate,14,Republican,MATT LAUGHRIDGE,13,4,0,0
Cherokee,DIXIE,State Senate,14,Republican,MATT LAUGHRIDGE,18,1,2,0
Cherokee,KELLOGG,State Senate,14,Republican,MATT LAUGHRIDGE,26,4,0,0
Cherokee,LIBERTY,State Senate,14,Republican,MATT LAUGHRIDGE,34,13,1,0
Cherokee,OAK GROVE,State Senate,14,Republican,MATT LAUGHRIDGE,28,1,1,0
Cherokee,R M MOORE,State Senate,14,Republican,MATT LAUGHRIDGE,26,1,0,0
Cherokee,R T JONES,State Senate,14,Republican,MATT LAUGHRIDGE,33,28,2,0
Cherokee,SALACOA,State Senate,14,Republican,MATT LAUGHRIDGE,5,0,0,0
Cherokee,SUTALLEE,State Senate,14,Republican,MATT LAUGHRIDGE,20,0,0,0
Cherokee,TEASLEY,State Senate,14,Republican,MATT LAUGHRIDGE,116,38,3,0
Cherokee,VICTORIA,State Senate,14,Republican,MATT LAUGHRIDGE,32,0,0,0
Cherokee,WALESKA,State Senate,14,Republican,MATT LAUGHRIDGE,27,2,0,0
Cherokee,BASCOMB,State Senate,14,Republican,BRUCE THOMPSON,24,2,2,0
Cherokee,BELLS,State Senate,14,Republican,BRUCE THOMPSON,45,0,3,0
Cherokee,BOOTH,State Senate,14,Republican,BRUCE THOMPSON,0,0,0,0
Cherokee,BRIDGEMILL,State Senate,14,Republican,BRUCE THOMPSON,98,28,1,0
Cherokee,CANTON,State Senate,14,Republican,BRUCE THOMPSON,106,154,4,0
Cherokee,CARMEL,State Senate,14,Republican,BRUCE THOMPSON,46,4,2,0
Cherokee,CLAYTON,State Senate,14,Republican,BRUCE THOMPSON,27,9,1,0
Cherokee,DIXIE,State Senate,14,Republican,BRUCE THOMPSON,57,5,1,0
Cherokee,KELLOGG,State Senate,14,Republican,BRUCE THOMPSON,69,7,1,0
Cherokee,LIBERTY,State Senate,14,Republican,BRUCE THOMPSON,61,23,2,0
Cherokee,OAK GROVE,State Senate,14,Republican,BRUCE THOMPSON,45,5,1,0
Cherokee,R M MOORE,State Senate,14,Republican,BRUCE THOMPSON,50,13,0,0
Cherokee,R T JONES,State Senate,14,Republican,BRUCE THOMPSON,39,53,5,0
Cherokee,SALACOA,State Senate,14,Republican,BRUCE THOMPSON,19,6,0,0
Cherokee,SUTALLEE,State Senate,14,Republican,BRUCE THOMPSON,74,13,0,0
Cherokee,TEASLEY,State Senate,14,Republican,BRUCE THOMPSON,180,79,11,0
Cherokee,VICTORIA,State Senate,14,Republican,BRUCE THOMPSON,79,5,3,0
Cherokee,WALESKA,State Senate,14,Republican,BRUCE THOMPSON,57,4,0,0
Gwinnett,001 Harbins A,State House,104,Republican,TERESA CANTRELL,69,3,1,0
Gwinnett,003 Dacula,State House,104,Republican,TERESA CANTRELL,67,4,1,0
Gwinnett,008 Duncans A,State House,104,Republican,TERESA CANTRELL,69,3,1,0
Gwinnett,013 Duncans C,State House,104,Republican,TERESA CANTRELL,66,0,0,0
Gwinnett,027 Hog Mountain B,State House,104,Republican,TERESA CANTRELL,11,0,0,0
Gwinnett,028 Rockycreek A,State House,104,Republican,TERESA CANTRELL,130,1,1,0
Gwinnett,060 Lawrenceville D,State House,104,Republican,TERESA CANTRELL,2,0,0,0
Gwinnett,129 Duncans B,State House,104,Republican,TERESA CANTRELL,66,0,1,0
Gwinnett,133 Harbins B,State House,104,Republican,TERESA CANTRELL,84,0,0,0
Gwinnett,144 Lawrenceville M,State House,104,Republican,TERESA CANTRELL,0,0,0,0
Gwinnett,151 Harbins C,State House,104,Republican,TERESA CANTRELL,21,2,0,0
Gwinnett,152 Rockycreek C,State House,104,Republican,TERESA CANTRELL,68,2,2,0
Gwinnett,001 Harbins A,State House,104,Republican,CHUCK EFSTRATION,116,7,1,0
Gwinnett,003 Dacula,State House,104,Republican,CHUCK EFSTRATION,109,8,0,0
Gwinnett,008 Duncans A,State House,104,Republican,CHUCK EFSTRATION,159,11,2,0
Gwinnett,013 Duncans C,State House,104,Republican,CHUCK EFSTRATION,64,3,6,0
Gwinnett,027 Hog Mountain B,State House,104,Republican,CHUCK EFSTRATION,36,5,0,0
Gwinnett,028 Rockycreek A,State House,104,Republican,CHUCK EFSTRATION,213,9,4,0
Gwinnett,060 Lawrenceville D,State House,104,Republican,CHUCK EFSTRATION,7,1,0,0
Gwinnett,129 Duncans B,State House,104,Republican,CHUCK EFSTRATION,92,1,2,0
Gwinnett,133 Harbins B,State House,104,Republican,CHUCK EFSTRATION,150,4,0,0
Gwinnett,144 Lawrenceville M,State House,104,Republican,CHUCK EFSTRATION,0,0,0,0
Gwinnett,151 Harbins C,State House,104,Republican,CHUCK EFSTRATION,72,4,0,0
Gwinnett,152 Rockycreek C,State House,104,Republican,CHUCK EFSTRATION,130,14,0,0
Richmond,306,State House,127,Democrat,DIANE B. EVANS,32,2,0,0
Richmond,310,State House,127,Democrat,DIANE B. EVANS,69,7,2,0
Richmond,402,State House,127,Democrat,DIANE B. EVANS,31,2,2,0
Richmond,407,State House,127,Democrat,DIANE B. EVANS,0,0,0,0
Richmond,502,State House,127,Democrat,DIANE B. EVANS,35,4,1,0
Richmond,503,State House,127,Democrat,DIANE B. EVANS,27,8,1,0
Richmond,801,State House,127,Democrat,DIANE B. EVANS,5,0,0,0
Richmond,801B,State House,127,Democrat,DIANE B. EVANS,9,0,0,0
Richmond,803,State House,127,Democrat,DIANE B. EVANS,0,0,0,0
Richmond,306,State House,127,Democrat,BRIAN PRINCE,133,20,5,0
Richmond,310,State House,127,Democrat,BRIAN PRINCE,252,54,6,0
Richmond,402,State House,127,Democrat,BRIAN PRINCE,100,4,1,0
Richmond,407,State House,127,Democrat,BRIAN PRINCE,0,0,0,0
Richmond,502,State House,127,Democrat,BRIAN PRINCE,157,20,4,0
Richmond,503,State House,127,Democrat,BRIAN PRINCE,262,40,34,0
Richmond,801,State House,127,Democrat,BRIAN PRINCE,17,0,0,0
Richmond,801B,State House,127,Democrat,BRIAN PRINCE,31,0,0,0
Richmond,803,State House,127,Democrat,BRIAN PRINCE,0,0,0,0
Bartow,ADAIRSVILLE,State Senate,14,Republican,MATT LAUGHRIDGE,80,0,0,0
Bartow,ALLATOONA,State Senate,14,Republican,MATT LAUGHRIDGE,14,0,0,0
Bartow,CARTERSVILLE EAST,State Senate,14,Republican,MATT LAUGHRIDGE,100,13,1,0
Bartow,BEAVERS DRIVE,State Senate,14,Republican,MATT LAUGHRIDGE,108,11,5,0
Bartow,CENTER,State Senate,14,Republican,MATT LAUGHRIDGE,39,6,0,0
Bartow,FOLSOM,State Senate,14,Republican,MATT LAUGHRIDGE,11,0,0,0
Bartow,PINE LOG,State Senate,14,Republican,MATT LAUGHRIDGE,24,0,0,0
Bartow,WHITE,State Senate,14,Republican,MATT LAUGHRIDGE,26,1,0,0
Bartow,ZENA DRIVE,State Senate,14,Republican,MATT LAUGHRIDGE,38,6,0,0
Bartow,CASSVILLE,State Senate,14,Republican,MATT LAUGHRIDGE,43,6,1,0
Bartow,ADAIRSVILLE,State Senate,14,Republican,BRUCE THOMPSON,95,5,3,0
Bartow,ALLATOONA,State Senate,14,Republican,BRUCE THOMPSON,54,1,1,0
Bartow,CARTERSVILLE EAST,State Senate,14,Republican,BRUCE THOMPSON,213,21,4,0
Bartow,BEAVERS DRIVE,State Senate,14,Republican,BRUCE THOMPSON,228,33,1,1
Bartow,CENTER,State Senate,14,Republican,BRUCE THOMPSON,156,12,3,0
Bartow,FOLSOM,State Senate,14,Republican,BRUCE THOMPSON,54,2,0,0
Bartow,PINE LOG,State Senate,14,Republican,BRUCE THOMPSON,60,1,1,0
Bartow,WHITE,State Senate,14,Republican,BRUCE THOMPSON,75,9,0,0
Bartow,ZENA DRIVE,State Senate,14,Republican,BRUCE THOMPSON,89,9,2,0
Bartow,CASSVILLE,State Senate,14,Republican,BRUCE THOMPSON,108,19,1,0
Jefferson,Stapleton Crossroads,State House,127,Democrat,DIANE B. EVANS,48,9,4,0
Jefferson,Matthews,State House,127,Democrat,DIANE B. EVANS,38,1,0,0
Jefferson,Wrens,State House,127,Democrat,DIANE B. EVANS,328,3,11,0
Jefferson,Louisville,State House,127,Democrat,DIANE B. EVANS,240,100,32,0
Jefferson,Stapleton,State House,127,Democrat,DIANE B. EVANS,39,3,0,0
Jefferson,Avera,State House,127,Democrat,DIANE B. EVANS,16,2,0,0
Jefferson,Stapleton Crossroads,State House,127,Democrat,BRIAN PRINCE,23,4,0,0
Jefferson,Matthews,State House,127,Democrat,BRIAN PRINCE,21,2,0,0
Jefferson,Wrens,State House,127,Democrat,BRIAN PRINCE,88,4,2,0
Jefferson,Louisville,State House,127,Democrat,BRIAN PRINCE,81,35,7,0
Jefferson,Stapleton,State House,127,Democrat,BRIAN PRINCE,16,2,0,1
Jefferson,Avera,State House,127,Democrat,BRIAN PRINCE,18,0,0,0
