county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Miller,Colquitt-Miller,State Senate,11,Republican,DEAN BURKE,258,117,4,0
Miller,Colquitt-Miller,State Senate,11,Republican,MIKE KEOWN,89,42,3,0
Mitchell,Branchville,State Senate,11,Republican,DEAN BURKE,49,10,0,0
Mitchell,Cotton,State Senate,11,Republican,DEAN BURKE,35,4,0,0
Mitchell,Hopeful,State Senate,11,Republican,DEAN BURKE,28,6,0,0
Mitchell,Hinsonton,State Senate,11,Republican,DEAN BURKE,19,2,0,0
Mitchell,Lester,State Senate,11,Republican,DEAN BURKE,29,6,1,0
Mitchell,Pebble City,State Senate,11,Republican,DEAN BURKE,22,5,0,0
Mitchell,Pelham,State Senate,11,Republican,DEAN BURKE,76,26,1,0
Mitchell,Sale City,State Senate,11,Republican,DEAN BURKE,29,0,0,0
Mitchell,Branchville,State Senate,11,Republican,MIKE KEOWN,21,4,0,0
Mitchell,Cotton,State Senate,11,Republican,MIKE KEOWN,34,0,0,0
Mitchell,Hopeful,State Senate,11,Republican,MIKE KEOWN,13,2,0,0
Mitchell,Hinsonton,State Senate,11,Republican,MIKE KEOWN,22,0,0,0
Mitchell,Lester,State Senate,11,Republican,MIKE KEOWN,26,5,0,0
Mitchell,Pebble City,State Senate,11,Republican,MIKE KEOWN,5,0,0,0
Mitchell,Pelham,State Senate,11,Republican,MIKE KEOWN,67,21,2,0
Mitchell,Sale City,State Senate,11,Republican,MIKE KEOWN,13,0,0,0
Thomas,Central,State Senate,11,Republican,DEAN BURKE,107,51,0,0
Thomas,Coolidge,State Senate,11,Republican,DEAN BURKE,45,6,0,0
Thomas,Douglass,State Senate,11,Republican,DEAN BURKE,56,11,1,0
Thomas,Ellabelle,State Senate,11,Republican,DEAN BURKE,38,9,0,0
Thomas,Fire Station 2,State Senate,11,Republican,DEAN BURKE,79,18,0,0
Thomas,Harper,State Senate,11,Republican,DEAN BURKE,57,33,0,0
Thomas,Jerger,State Senate,11,Republican,DEAN BURKE,117,45,3,0
Thomas,Meigs,State Senate,11,Republican,DEAN BURKE,35,7,0,0
Thomas,Merrillville,State Senate,11,Republican,DEAN BURKE,48,4,0,0
Thomas,Metcalfe,State Senate,11,Republican,DEAN BURKE,19,2,0,0
Thomas,New Covenant,State Senate,11,Republican,DEAN BURKE,81,25,2,0
Thomas,Ochlocknee,State Senate,11,Republican,DEAN BURKE,53,11,0,0
Thomas,Patten,State Senate,11,Republican,DEAN BURKE,24,1,0,0
Thomas,Remington ESC,State Senate,11,Republican,DEAN BURKE,48,36,0,0
Thomas,Resource Center,State Senate,11,Republican,DEAN BURKE,72,33,0,0
Thomas,Scott,State Senate,11,Republican,DEAN BURKE,92,58,1,0
Thomas,Central,State Senate,11,Republican,MIKE KEOWN,168,102,3,0
Thomas,Coolidge,State Senate,11,Republican,MIKE KEOWN,142,31,1,0
Thomas,Douglass,State Senate,11,Republican,MIKE KEOWN,28,17,0,0
Thomas,Ellabelle,State Senate,11,Republican,MIKE KEOWN,105,28,0,0
Thomas,Fire Station 2,State Senate,11,Republican,MIKE KEOWN,136,39,0,0
Thomas,Harper,State Senate,11,Republican,MIKE KEOWN,55,24,0,0
Thomas,Jerger,State Senate,11,Republican,MIKE KEOWN,104,65,1,0
Thomas,Meigs,State Senate,11,Republican,MIKE KEOWN,44,13,0,0
Thomas,Merrillville,State Senate,11,Republican,MIKE KEOWN,61,14,0,0
Thomas,Metcalfe,State Senate,11,Republican,MIKE KEOWN,20,3,0,0
Thomas,New Covenant,State Senate,11,Republican,MIKE KEOWN,190,60,1,0
Thomas,Ochlocknee,State Senate,11,Republican,MIKE KEOWN,93,21,1,0
Thomas,Patten,State Senate,11,Republican,MIKE KEOWN,34,2,0,0
Thomas,Remington ESC,State Senate,11,Republican,MIKE KEOWN,134,63,1,0
Thomas,Resource Center,State Senate,11,Republican,MIKE KEOWN,15,9,0,0
Thomas,Scott,State Senate,11,Republican,MIKE KEOWN,199,98,2,0
Grady,Blowing Cave,State Senate,11,Republican,DEAN BURKE,39,5,0,0
Grady,Cairo 4th District,State Senate,11,Republican,DEAN BURKE,61,15,1,0
Grady,Cairo 5th District,State Senate,11,Republican,DEAN BURKE,51,52,1,0
Grady,Duncanville,State Senate,11,Republican,DEAN BURKE,32,0,0,0
Grady,Higdon,State Senate,11,Republican,DEAN BURKE,43,8,0,0
Grady,Limesink,State Senate,11,Republican,DEAN BURKE,12,8,0,0
Grady,Midway,State Senate,11,Republican,DEAN BURKE,41,26,1,0
Grady,Pine Park,State Senate,11,Republican,DEAN BURKE,19,7,0,0
Grady,Ragan,State Senate,11,Republican,DEAN BURKE,33,5,0,0
Grady,Spence,State Senate,11,Republican,DEAN BURKE,32,6,3,0
Grady,Spring Hill,State Senate,11,Republican,DEAN BURKE,66,9,0,0
Grady,Whigham,State Senate,11,Republican,DEAN BURKE,65,9,0,0
Grady,Woodland,State Senate,11,Republican,DEAN BURKE,87,73,1,0
Grady,Blowing Cave,State Senate,11,Republican,MIKE KEOWN,44,12,0,0
Grady,Cairo 4th District,State Senate,11,Republican,MIKE KEOWN,28,39,3,0
Grady,Cairo 5th District,State Senate,11,Republican,MIKE KEOWN,113,99,3,0
Grady,Duncanville,State Senate,11,Republican,MIKE KEOWN,37,1,0,0
Grady,Higdon,State Senate,11,Republican,MIKE KEOWN,66,12,1,0
Grady,Limesink,State Senate,11,Republican,MIKE KEOWN,15,9,0,0
Grady,Midway,State Senate,11,Republican,MIKE KEOWN,86,38,2,0
Grady,Pine Park,State Senate,11,Republican,MIKE KEOWN,48,15,0,0
Grady,Ragan,State Senate,11,Republican,MIKE KEOWN,25,11,1,0
Grady,Spence,State Senate,11,Republican,MIKE KEOWN,70,13,1,0
Grady,Spring Hill,State Senate,11,Republican,MIKE KEOWN,30,9,0,0
Grady,Whigham,State Senate,11,Republican,MIKE KEOWN,69,19,1,0
Grady,Woodland,State Senate,11,Republican,MIKE KEOWN,149,93,3,0
Cherokee,AIR ACRES,State House,21,Republican,BRIAN LAURENS,30,1,0,0
Cherokee,ARNOLD MILL,State House,21,Republican,BRIAN LAURENS,71,5,0,0
Cherokee,AVERY,State House,21,Republican,BRIAN LAURENS,10,0,0,0
Cherokee,BRIDGEMILL,State House,21,Republican,BRIAN LAURENS,28,8,2,0
