county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional,
Decatur,Recovery,State Senator,11,R,MIKE KEOWN,19,1,11,7,0,
Decatur,Kendrick,State Senator,11,R,MIKE KEOWN,23,1,19,3,0,
Decatur,Climax,State Senator,11,R,MIKE KEOWN,27,0,27,0,0,
Decatur,Brinson,State Senator,11,R,MIKE KEOWN,22,0,19,3,0,
Decatur,West Bainbridge,State Senator,11,R,MIKE KEOWN,26,0,17,9,0,
Decatur,Bainbridge-Coliseum,State Senator,11,R,MIKE KEOWN,125,0,88,37,0,
Decatur,Bridge-Fairgrounds,State Senator,11,R,MIKE KEOWN,59,0,29,30,0,
Decatur,Attapulgus,State Senator,11,R,MIKE KEOWN,11,1,6,4,0,
Decatur,,State Senator,11,R,EUGENE MCNEASE,65,3,53,9,0,
Decatur,Mt Pleasant,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Decatur,Recovery,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Decatur,Kendrick,State Senator,11,R,EUGENE MCNEASE,1,0,1,0,0,
Decatur,Climax,State Senator,11,R,EUGENE MCNEASE,2,0,2,0,0,
Decatur,Brinson,State Senator,11,R,EUGENE MCNEASE,5,0,5,0,0,
Decatur,West Bainbridge,State Senator,11,R,EUGENE MCNEASE,6,0,6,0,0,
Decatur,Bainbridge-Coliseum,State Senator,11,R,EUGENE MCNEASE,39,0,31,8,0,
Decatur,Bridge-Fairgrounds,State Senator,11,R,EUGENE MCNEASE,6,0,5,1,0,
Decatur,Attapulgus,State Senator,11,R,EUGENE MCNEASE,6,3,3,0,0,
Douglas,,State Senator,30,R,MIKE DUGAN,446,1,404,41,0,
Douglas,MIRROR LAKE ELEMENTA,State Senator,30,R,MIKE DUGAN,61,0,61,0,0,
Douglas,FAIRPLAY M S,State Senator,30,R,MIKE DUGAN,91,1,84,6,0,
Douglas,EPHESUS BAPTIST CHUR,State Senator,30,R,MIKE DUGAN,141,0,123,18,0,
Douglas,BILL ARP,State Senator,30,R,MIKE DUGAN,79,0,70,9,0,
Douglas,BRIGHT STAR,State Senator,30,R,MIKE DUGAN,42,0,39,3,0,
Douglas,DORSETT SHOALS,State Senator,30,R,MIKE DUGAN,32,0,27,5,0,
Douglas,,State Senator,30,L,JAMES M. CAMP,102,3,82,17,0,
Douglas,MIRROR LAKE ELEMENTA,State Senator,30,L,JAMES M. CAMP,17,0,16,1,0,
Douglas,FAIRPLAY M S,State Senator,30,L,JAMES M. CAMP,20,0,18,2,0,
Douglas,EPHESUS BAPTIST CHUR,State Senator,30,L,JAMES M. CAMP,26,3,19,4,0,
Douglas,BILL ARP,State Senator,30,L,JAMES M. CAMP,17,0,12,5,0,
Douglas,BRIGHT STAR,State Senator,30,L,JAMES M. CAMP,9,0,9,0,0,
Douglas,DORSETT SHOALS,State Senator,30,L,JAMES M. CAMP,13,0,8,5,0,
Early,,State Senator,11,R,MARSHALL BERMAN,7,0,6,1,0,
Early,Arlington,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Early,Blakely,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Early,Colomokee,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Early,Cedar Springs,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Early,Cuba,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Early,Damascus,State Senator,11,R,MARSHALL BERMAN,2,0,2,0,0,
Early,Freeman,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Early,Hilton,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Early,Jakin,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Early,Lucile,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Early,Urquhart,State Senator,11,R,MARSHALL BERMAN,2,0,1,1,0,
Early,,State Senator,11,L,JEFFREY G. BIVINS,100,0,86,14,0,
Early,Arlington,State Senator,11,L,JEFFREY G. BIVINS,1,0,1,0,0,
Early,Blakely,State Senator,11,L,JEFFREY G. BIVINS,24,0,16,8,0,
Early,Colomokee,State Senator,11,L,JEFFREY G. BIVINS,4,0,4,0,0,
Early,Cedar Springs,State Senator,11,L,JEFFREY G. BIVINS,9,0,9,0,0,
Early,Cuba,State Senator,11,L,JEFFREY G. BIVINS,4,0,1,3,0,
Early,Damascus,State Senator,11,L,JEFFREY G. BIVINS,18,0,17,1,0,
Early,Freeman,State Senator,11,L,JEFFREY G. BIVINS,2,0,2,0,0,
Early,Hilton,State Senator,11,L,JEFFREY G. BIVINS,1,0,1,0,0,
Early,Jakin,State Senator,11,L,JEFFREY G. BIVINS,21,0,21,0,0,
Early,Lucile,State Senator,11,L,JEFFREY G. BIVINS,11,0,10,1,0,
Early,Urquhart,State Senator,11,L,JEFFREY G. BIVINS,5,0,4,1,0,
Early,,State Senator,11,R,DEAN BURKE,245,0,193,52,0,
Early,Arlington,State Senator,11,R,DEAN BURKE,20,0,19,1,0,
Early,Blakely,State Senator,11,R,DEAN BURKE,68,0,41,27,0,
Early,Colomokee,State Senator,11,R,DEAN BURKE,13,0,13,0,0,
Early,Cedar Springs,State Senator,11,R,DEAN BURKE,10,0,10,0,0,
Early,Cuba,State Senator,11,R,DEAN BURKE,20,0,9,11,0,
Early,Damascus,State Senator,11,R,DEAN BURKE,28,0,26,2,0,
Early,Freeman,State Senator,11,R,DEAN BURKE,17,0,13,4,0,
Early,Hilton,State Senator,11,R,DEAN BURKE,9,0,8,1,0,
Early,Jakin,State Senator,11,R,DEAN BURKE,34,0,34,0,0,
Early,Lucile,State Senator,11,R,DEAN BURKE,16,0,11,5,0,
Early,Urquhart,State Senator,11,R,DEAN BURKE,10,0,9,1,0,
Early,,State Senator,11,R,BRAD HUGHES,450,3,333,114,0,
Early,Arlington,State Senator,11,R,BRAD HUGHES,20,0,20,0,0,
Early,Blakely,State Senator,11,R,BRAD HUGHES,191,3,115,73,0,
Early,Colomokee,State Senator,11,R,BRAD HUGHES,15,0,9,6,0,
Early,Cedar Springs,State Senator,11,R,BRAD HUGHES,19,0,19,0,0,
Early,Cuba,State Senator,11,R,BRAD HUGHES,47,0,33,14,0,
Early,Damascus,State Senator,11,R,BRAD HUGHES,16,0,16,0,0,
Early,Freeman,State Senator,11,R,BRAD HUGHES,38,0,29,9,0,
Early,Hilton,State Senator,11,R,BRAD HUGHES,42,0,35,7,0,
Early,Jakin,State Senator,11,R,BRAD HUGHES,18,0,18,0,0,
Early,Lucile,State Senator,11,R,BRAD HUGHES,31,0,28,3,0,
Early,Urquhart,State Senator,11,R,BRAD HUGHES,13,0,11,2,0,
Early,,State Senator,11,R,MIKE KEOWN,319,2,250,67,0,
Early,Arlington,State Senator,11,R,MIKE KEOWN,6,0,5,1,0,
Early,Blakely,State Senator,11,R,MIKE KEOWN,110,1,69,40,0,
Early,Colomokee,State Senator,11,R,MIKE KEOWN,22,1,17,4,0,
Early,Cedar Springs,State Senator,11,R,MIKE KEOWN,26,0,25,1,0,
Early,Cuba,State Senator,11,R,MIKE KEOWN,33,0,26,7,0,
Early,Damascus,State Senator,11,R,MIKE KEOWN,27,0,21,6,0,
Early,Freeman,State Senator,11,R,MIKE KEOWN,25,0,25,0,0,
Early,Hilton,State Senator,11,R,MIKE KEOWN,12,0,12,0,0,
Early,Jakin,State Senator,11,R,MIKE KEOWN,15,0,13,2,0,
Early,Lucile,State Senator,11,R,MIKE KEOWN,18,0,14,4,0,
Early,Urquhart,State Senator,11,R,MIKE KEOWN,25,0,23,2,0,
Early,,State Senator,11,R,EUGENE MCNEASE,13,0,12,1,0,
Early,Arlington,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Early,Blakely,State Senator,11,R,EUGENE MCNEASE,5,0,4,1,0,
Early,Colomokee,State Senator,11,R,EUGENE MCNEASE,1,0,1,0,0,
Early,Cedar Springs,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Early,Cuba,State Senator,11,R,EUGENE MCNEASE,1,0,1,0,0,
Early,Damascus,State Senator,11,R,EUGENE MCNEASE,2,0,2,0,0,
Early,Freeman,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Early,Hilton,State Senator,11,R,EUGENE MCNEASE,1,0,1,0,0,
Early,Jakin,State Senator,11,R,EUGENE MCNEASE,3,0,3,0,0,
Early,Lucile,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Early,Urquhart,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Fulton,,State Senator,21,R,BRANDON BEACH,1546,672,20,853,1,0
Fulton,AP05,State Senator,21,R,BRANDON BEACH,278,94,11,173,0,0
Fulton,AP06,State Senator,21,R,BRANDON BEACH,144,89,2,53,0,0
Fulton,AP07A,State Senator,21,R,BRANDON BEACH,95,41,1,53,0,0
Fulton,AP07B,State Senator,21,R,BRANDON BEACH,70,40,0,30,0,0
Fulton,AP09A,State Senator,21,R,BRANDON BEACH,166,86,0,80,0,0
Fulton,AP10,State Senator,21,R,BRANDON BEACH,47,17,0,30,0,0
Fulton,AP12A,State Senator,21,R,BRANDON BEACH,52,32,1,19,0,0
Fulton,ML02A,State Senator,21,R,BRANDON BEACH,40,11,0,29,0,0
Fulton,ML02B,State Senator,21,R,BRANDON BEACH,54,26,0,28,0,0
Fulton,ML03,State Senator,21,R,BRANDON BEACH,144,53,0,90,1,0
Fulton,ML04,State Senator,21,R,BRANDON BEACH,143,56,0,87,0,0
Fulton,ML05,State Senator,21,R,BRANDON BEACH,190,95,3,92,0,0
Fulton,ML06,State Senator,21,R,BRANDON BEACH,55,17,0,38,0,0
Fulton,ML07A,State Senator,21,R,BRANDON BEACH,26,5,2,19,0,0
Fulton,ML07B,State Senator,21,R,BRANDON BEACH,42,10,0,32,0,0
Fulton,,State Senator,21,R,SEAN JERGUSON,371,115,10,246,0,0
Fulton,AP05,State Senator,21,R,SEAN JERGUSON,42,13,2,27,0,0
Fulton,AP06,State Senator,21,R,SEAN JERGUSON,27,7,0,20,0,0
Fulton,AP07A,State Senator,21,R,SEAN JERGUSON,34,13,0,21,0,0
Fulton,AP07B,State Senator,21,R,SEAN JERGUSON,19,9,0,10,0,0
Fulton,AP09A,State Senator,21,R,SEAN JERGUSON,20,8,1,11,0,0
Fulton,AP10,State Senator,21,R,SEAN JERGUSON,14,4,0,10,0,0
Fulton,AP12A,State Senator,21,R,SEAN JERGUSON,15,5,0,10,0,0
Fulton,ML02A,State Senator,21,R,SEAN JERGUSON,28,11,0,17,0,0
Fulton,ML02B,State Senator,21,R,SEAN JERGUSON,22,13,0,9,0,0
Fulton,ML03,State Senator,21,R,SEAN JERGUSON,37,8,1,28,0,0
Fulton,ML04,State Senator,21,R,SEAN JERGUSON,31,6,0,25,0,0
Fulton,ML05,State Senator,21,R,SEAN JERGUSON,36,6,6,24,0,0
Fulton,ML06,State Senator,21,R,SEAN JERGUSON,14,7,0,7,0,0
Fulton,ML07A,State Senator,21,R,SEAN JERGUSON,11,3,0,8,0,0
Fulton,ML07B,State Senator,21,R,SEAN JERGUSON,21,2,0,19,0,0
Grady,,State Senator,11,R,MARSHALL BERMAN,11,0,9,2,0,
Grady,Blowing Cave,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Grady,Cairo 4th District,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Grady,Cairo 5th District,State Senator,11,R,MARSHALL BERMAN,3,0,3,0,0,
Grady,Duncanville,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Grady,Higdon,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Grady,Limesink,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Grady,Midway,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Grady,Pine Park,State Senator,11,R,MARSHALL BERMAN,1,0,0,1,0,
Grady,Ragan,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Grady,Spence,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Grady,Spring Hill,State Senator,11,R,MARSHALL BERMAN,2,0,2,0,0,
Grady,Whigham,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Grady,Woodland,State Senator,11,R,MARSHALL BERMAN,1,0,0,1,0,
Grady,,State Senator,11,L,JEFFREY G. BIVINS,228,2,166,60,0,
Grady,Blowing Cave,State Senator,11,L,JEFFREY G. BIVINS,7,0,3,4,0,
Grady,Cairo 4th District,State Senator,11,L,JEFFREY G. BIVINS,39,0,25,14,0,
Grady,Cairo 5th District,State Senator,11,L,JEFFREY G. BIVINS,27,2,21,4,0,
Grady,Duncanville,State Senator,11,L,JEFFREY G. BIVINS,10,0,10,0,0,
Grady,Higdon,State Senator,11,L,JEFFREY G. BIVINS,12,0,9,3,0,
Grady,Limesink,State Senator,11,L,JEFFREY G. BIVINS,1,0,0,1,0,
Grady,Midway,State Senator,11,L,JEFFREY G. BIVINS,25,0,15,10,0,
Grady,Pine Park,State Senator,11,L,JEFFREY G. BIVINS,4,0,4,0,0,
Grady,Ragan,State Senator,11,L,JEFFREY G. BIVINS,12,0,11,1,0,
Grady,Spence,State Senator,11,L,JEFFREY G. BIVINS,9,0,7,2,0,
Grady,Spring Hill,State Senator,11,L,JEFFREY G. BIVINS,19,0,15,4,0,
Grady,Whigham,State Senator,11,L,JEFFREY G. BIVINS,27,0,21,6,0,
Grady,Woodland,State Senator,11,L,JEFFREY G. BIVINS,36,0,25,11,0,
Grady,,State Senator,11,R,DEAN BURKE,475,1,352,122,0,
Grady,Blowing Cave,State Senator,11,R,DEAN BURKE,38,0,35,3,0,
Grady,Cairo 4th District,State Senator,11,R,DEAN BURKE,14,1,7,6,0,
Grady,Cairo 5th District,State Senator,11,R,DEAN BURKE,55,0,30,25,0,
Grady,Duncanville,State Senator,11,R,DEAN BURKE,10,0,10,0,0,
Grady,Higdon,State Senator,11,R,DEAN BURKE,25,0,19,6,0,
Grady,Limesink,State Senator,11,R,DEAN BURKE,11,0,9,2,0,
Grady,Midway,State Senator,11,R,DEAN BURKE,42,0,25,17,0,
Grady,Pine Park,State Senator,11,R,DEAN BURKE,17,0,14,3,0,
Grady,Ragan,State Senator,11,R,DEAN BURKE,25,0,22,3,0,
Grady,Spence,State Senator,11,R,DEAN BURKE,23,0,19,4,0,
Grady,Spring Hill,State Senator,11,R,DEAN BURKE,57,0,53,4,0,
Grady,Whigham,State Senator,11,R,DEAN BURKE,62,0,52,10,0,
Grady,Woodland,State Senator,11,R,DEAN BURKE,96,0,57,39,0,
Grady,,State Senator,11,R,BRAD HUGHES,38,0,24,14,0,
Grady,Blowing Cave,State Senator,11,R,BRAD HUGHES,2,0,1,1,0,
Grady,Cairo 4th District,State Senator,11,R,BRAD HUGHES,5,0,1,4,0,
Grady,Cairo 5th District,State Senator,11,R,BRAD HUGHES,4,0,3,1,0,
Grady,Duncanville,State Senator,11,R,BRAD HUGHES,1,0,1,0,0,
Grady,Higdon,State Senator,11,R,BRAD HUGHES,0,0,0,0,0,
Grady,Limesink,State Senator,11,R,BRAD HUGHES,1,0,1,0,0,
Grady,Midway,State Senator,11,R,BRAD HUGHES,4,0,2,2,0,
Grady,Pine Park,State Senator,11,R,BRAD HUGHES,2,0,2,0,0,
Grady,Ragan,State Senator,11,R,BRAD HUGHES,1,0,1,0,0,
Grady,Spence,State Senator,11,R,BRAD HUGHES,6,0,3,3,0,
Grady,Spring Hill,State Senator,11,R,BRAD HUGHES,2,0,0,2,0,
Grady,Whigham,State Senator,11,R,BRAD HUGHES,5,0,5,0,0,
Grady,Woodland,State Senator,11,R,BRAD HUGHES,5,0,4,1,0,
Grady,,State Senator,11,R,MIKE KEOWN,1119,16,780,323,0,
Grady,Blowing Cave,State Senator,11,R,MIKE KEOWN,49,0,42,7,0,
Grady,Cairo 4th District,State Senator,11,R,MIKE KEOWN,59,3,27,29,0,
Grady,Cairo 5th District,State Senator,11,R,MIKE KEOWN,211,3,131,77,0,
Grady,Duncanville,State Senator,11,R,MIKE KEOWN,26,0,25,1,0,
Grady,Higdon,State Senator,11,R,MIKE KEOWN,99,0,72,27,0,
Grady,Limesink,State Senator,11,R,MIKE KEOWN,24,0,14,10,0,
Grady,Midway,State Senator,11,R,MIKE KEOWN,132,5,101,26,0,
Grady,Pine Park,State Senator,11,R,MIKE KEOWN,57,0,43,14,0,
Grady,Ragan,State Senator,11,R,MIKE KEOWN,40,1,28,11,0,
Grady,Spence,State Senator,11,R,MIKE KEOWN,88,0,73,15,0,
Grady,Spring Hill,State Senator,11,R,MIKE KEOWN,32,0,28,4,0,
Grady,Whigham,State Senator,11,R,MIKE KEOWN,56,0,41,15,0,
Grady,Woodland,State Senator,11,R,MIKE KEOWN,246,4,155,87,0,
Grady,,State Senator,11,R,EUGENE MCNEASE,41,0,32,9,0,
Grady,Blowing Cave,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Grady,Cairo 4th District,State Senator,11,R,EUGENE MCNEASE,2,0,1,1,0,
Grady,Cairo 5th District,State Senator,11,R,EUGENE MCNEASE,5,0,2,3,0,
Grady,Duncanville,State Senator,11,R,EUGENE MCNEASE,4,0,4,0,0,
Grady,Higdon,State Senator,11,R,EUGENE MCNEASE,2,0,2,0,0,
Grady,Limesink,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Grady,Midway,State Senator,11,R,EUGENE MCNEASE,5,0,3,2,0,
Grady,Pine Park,State Senator,11,R,EUGENE MCNEASE,3,0,3,0,0,
Grady,Ragan,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Grady,Spence,State Senator,11,R,EUGENE MCNEASE,1,0,1,0,0,
Grady,Spring Hill,State Senator,11,R,EUGENE MCNEASE,2,0,0,2,0,
Grady,Whigham,State Senator,11,R,EUGENE MCNEASE,1,0,1,0,0,
Grady,Woodland,State Senator,11,R,EUGENE MCNEASE,16,0,15,1,0,
Miller,,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Miller,Colquitt-Miller,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Miller,,State Senator,11,L,JEFFREY G. BIVINS,26,0,19,7,0,
Miller,Colquitt-Miller,State Senator,11,L,JEFFREY G. BIVINS,26,0,19,7,0,
Miller,,State Senator,11,R,DEAN BURKE,264,3,216,45,0,
Miller,Colquitt-Miller,State Senator,11,R,DEAN BURKE,264,3,216,45,0,
Miller,,State Senator,11,R,BRAD HUGHES,46,0,35,11,0,
Miller,Colquitt-Miller,State Senator,11,R,BRAD HUGHES,46,0,35,11,0,
Miller,,State Senator,11,R,MIKE KEOWN,120,2,82,36,0,
Miller,Colquitt-Miller,State Senator,11,R,MIKE KEOWN,120,2,82,36,0,
Miller,,State Senator,11,R,EUGENE MCNEASE,110,0,78,30,2,
Miller,Colquitt-Miller,State Senator,11,R,EUGENE MCNEASE,110,0,78,30,2,
Mitchell,,State Senator,11,R,MARSHALL BERMAN,10,0,6,4,0,
Mitchell,Branchville,State Senator,11,R,MARSHALL BERMAN,4,0,3,1,0,
Mitchell,Cotton,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Mitchell,Hopeful,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Mitchell,Hinsonton,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Mitchell,Lester,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Mitchell,Pebble City,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Mitchell,Pelham,State Senator,11,R,MARSHALL BERMAN,3,0,0,3,0,
Mitchell,Sale City,State Senator,11,R,MARSHALL BERMAN,3,0,3,0,0,
Mitchell,,State Senator,11,L,JEFFREY G. BIVINS,41,0,29,12,0,
Mitchell,Branchville,State Senator,11,L,JEFFREY G. BIVINS,6,0,4,2,0,
Mitchell,Cotton,State Senator,11,L,JEFFREY G. BIVINS,5,0,5,0,0,
Mitchell,Hopeful,State Senator,11,L,JEFFREY G. BIVINS,2,0,2,0,0,
Mitchell,Hinsonton,State Senator,11,L,JEFFREY G. BIVINS,1,0,1,0,0,
Mitchell,Lester,State Senator,11,L,JEFFREY G. BIVINS,8,0,3,5,0,
Mitchell,Pebble City,State Senator,11,L,JEFFREY G. BIVINS,1,0,1,0,0,
Mitchell,Pelham,State Senator,11,L,JEFFREY G. BIVINS,13,0,8,5,0,
Mitchell,Sale City,State Senator,11,L,JEFFREY G. BIVINS,5,0,5,0,0,
Mitchell,,State Senator,11,R,DEAN BURKE,178,0,161,17,0,
Mitchell,Branchville,State Senator,11,R,DEAN BURKE,28,0,24,4,0,
Mitchell,Cotton,State Senator,11,R,DEAN BURKE,13,0,10,3,0,
Mitchell,Hopeful,State Senator,11,R,DEAN BURKE,29,0,28,1,0,
Mitchell,Hinsonton,State Senator,11,R,DEAN BURKE,15,0,15,0,0,
Mitchell,Lester,State Senator,11,R,DEAN BURKE,21,0,21,0,0,
Mitchell,Pebble City,State Senator,11,R,DEAN BURKE,15,0,10,5,0,
Mitchell,Pelham,State Senator,11,R,DEAN BURKE,42,0,38,4,0,
Mitchell,Sale City,State Senator,11,R,DEAN BURKE,15,0,15,0,0,
Mitchell,,State Senator,11,R,BRAD HUGHES,69,0,60,9,0,
Mitchell,Branchville,State Senator,11,R,BRAD HUGHES,10,0,5,5,0,
Mitchell,Cotton,State Senator,11,R,BRAD HUGHES,5,0,5,0,0,
Mitchell,Hopeful,State Senator,11,R,BRAD HUGHES,1,0,1,0,0,
Mitchell,Hinsonton,State Senator,11,R,BRAD HUGHES,1,0,1,0,0,
Mitchell,Lester,State Senator,11,R,BRAD HUGHES,21,0,20,1,0,
Mitchell,Pebble City,State Senator,11,R,BRAD HUGHES,1,0,1,0,0,
Mitchell,Pelham,State Senator,11,R,BRAD HUGHES,18,0,16,2,0,
Mitchell,Sale City,State Senator,11,R,BRAD HUGHES,12,0,11,1,0,
Mitchell,,State Senator,11,R,MIKE KEOWN,278,1,242,35,0,
Mitchell,Branchville,State Senator,11,R,MIKE KEOWN,42,0,35,7,0,
Mitchell,Cotton,State Senator,11,R,MIKE KEOWN,37,1,36,0,0,
Mitchell,Hopeful,State Senator,11,R,MIKE KEOWN,14,0,13,1,0,
Mitchell,Hinsonton,State Senator,11,R,MIKE KEOWN,23,0,23,0,0,
Mitchell,Lester,State Senator,11,R,MIKE KEOWN,27,0,21,6,0,
Mitchell,Pebble City,State Senator,11,R,MIKE KEOWN,9,0,9,0,0,
Mitchell,Pelham,State Senator,11,R,MIKE KEOWN,109,0,89,20,0,
Mitchell,Sale City,State Senator,11,R,MIKE KEOWN,17,0,16,1,0,
Mitchell,,State Senator,11,R,EUGENE MCNEASE,9,0,6,3,0,
Mitchell,Branchville,State Senator,11,R,EUGENE MCNEASE,2,0,0,2,0,
Mitchell,Cotton,State Senator,11,R,EUGENE MCNEASE,1,0,1,0,0,
Mitchell,Hopeful,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Mitchell,Hinsonton,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Mitchell,Lester,State Senator,11,R,EUGENE MCNEASE,0,0,0,0,0,
Mitchell,Pebble City,State Senator,11,R,EUGENE MCNEASE,1,0,1,0,0,
Mitchell,Pelham,State Senator,11,R,EUGENE MCNEASE,4,0,3,1,0,
Mitchell,Sale City,State Senator,11,R,EUGENE MCNEASE,1,0,1,0,0,
Paulding,,State Senator,30,R,MIKE DUGAN,233,85,136,12,0,
Paulding,TAYLOR FARM PARK,State Senator,30,R,MIKE DUGAN,83,35,45,3,0,
Paulding,AUSTIN MIDDLE SCHOOL,State Senator,30,R,MIKE DUGAN,45,23,18,4,0,
Paulding,NEBO ELEMENTARY SCH,State Senator,30,R,MIKE DUGAN,40,15,25,0,0,
Paulding,CARL SCOGGINS MID SC,State Senator,30,R,MIKE DUGAN,65,12,48,5,0,
Paulding,,State Senator,30,L,JAMES M. CAMP,57,13,32,12,0,
Paulding,TAYLOR FARM PARK,State Senator,30,L,JAMES M. CAMP,22,3,18,1,0,
Paulding,AUSTIN MIDDLE SCHOOL,State Senator,30,L,JAMES M. CAMP,22,8,7,7,0,
Paulding,NEBO ELEMENTARY SCH,State Senator,30,L,JAMES M. CAMP,6,0,6,0,0,
Paulding,CARL SCOGGINS MID SC,State Senator,30,L,JAMES M. CAMP,7,2,1,4,0,
Seminole,,State Senator,11,R,MARSHALL BERMAN,6,0,6,0,0,
Seminole,Precinct 1,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Seminole,Precinct 2,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Seminole,Precinct 3,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Seminole,Precinct 4,State Senator,11,R,MARSHALL BERMAN,0,0,0,0,0,
Seminole,Precinct 5,State Senator,11,R,MARSHALL BERMAN,3,0,3,0,0,
Seminole,,State Senator,11,L,JEFFREY G. BIVINS,75,1,61,13,0,
Seminole,Precinct 1,State Senator,11,L,JEFFREY G. BIVINS,20,0,14,6,0,
Seminole,Precinct 2,State Senator,11,L,JEFFREY G. BIVINS,12,1,10,1,0,
Seminole,Precinct 3,State Senator,11,L,JEFFREY G. BIVINS,14,0,11,3,0,
Seminole,Precinct 4,State Senator,11,L,JEFFREY G. BIVINS,19,0,18,1,0,
Seminole,Precinct 5,State Senator,11,L,JEFFREY G. BIVINS,10,0,8,2,0,
Seminole,,State Senator,11,R,DEAN BURKE,693,6,565,120,2,
Seminole,Precinct 1,State Senator,11,R,DEAN BURKE,223,4,165,52,2,
Seminole,Precinct 2,State Senator,11,R,DEAN BURKE,169,2,132,35,0,
Seminole,Precinct 3,State Senator,11,R,DEAN BURKE,25,0,17,8,0,
Seminole,Precinct 4,State Senator,11,R,DEAN BURKE,136,0,121,15,0,
Seminole,Precinct 5,State Senator,11,R,DEAN BURKE,140,0,130,10,0,
Seminole,,State Senator,11,R,BRAD HUGHES,68,0,63,5,0,
Seminole,Precinct 1,State Senator,11,R,BRAD HUGHES,16,0,16,0,0,
Seminole,Precinct 2,State Senator,11,R,BRAD HUGHES,17,0,15,2,0,
Seminole,Precinct 3,State Senator,11,R,BRAD HUGHES,0,0,0,0,0,
Seminole,Precinct 4,State Senator,11,R,BRAD HUGHES,11,0,11,0,0,
Seminole,Precinct 5,State Senator,11,R,BRAD HUGHES,24,0,21,3,0,
Seminole,,State Senator,11,R,MIKE KEOWN,210,3,174,32,1,
Seminole,Precinct 1,State Senator,11,R,MIKE KEOWN,40,0,29,10,1,
Seminole,Precinct 2,State Senator,11,R,MIKE KEOWN,37,0,30,7,0,
Seminole,Precinct 3,State Senator,11,R,MIKE KEOWN,5,2,1,2,0,
Seminole,Precinct 4,State Senator,11,R,MIKE KEOWN,37,0,29,8,0,
Seminole,Precinct 5,State Senator,11,R,MIKE KEOWN,91,1,85,5,0,
Seminole,,State Senator,11,R,EUGENE MCNEASE,36,0,35,1,0,
Seminole,Precinct 1,State Senator,11,R,EUGENE MCNEASE,6,0,6,0,0,
Seminole,Precinct 2,State Senator,11,R,EUGENE MCNEASE,10,0,10,0,0,
Seminole,Precinct 3,State Senator,11,R,EUGENE MCNEASE,3,0,3,0,0,
Seminole,Precinct 4,State Senator,11,R,EUGENE MCNEASE,11,0,10,1,0,
Seminole,Precinct 5,State Senator,11,R,EUGENE MCNEASE,6,0,6,0,0,
Thomas,,State Senator,11,R,MARSHALL BERMAN,67,1,48,18,0,
Thomas,Central,State Senator,11,R,MARSHALL BERMAN,8,0,7,1,0,
Thomas,Coolidge,State Senator,11,R,MARSHALL BERMAN,1,0,1,0,0,
Thomas,Douglass,State Senator,11,R,MARSHALL BERMAN,2,0,1,1,0,
Thomas,Ellabelle,State Senator,11,R,MARSHALL BERMAN,3,0,3,0,0,
